,P_solar,P_wind,final_solar_curtailment,final_wind_curtailment,direct_solar,direct_wind,BESS_discharge,grid_import,final_H2_prod_[tonnes],final_NH3_prod_[tonnes]
2055-01-31,67903.76874710259,0.0,-2462.8309908275573,0.0,67903.76874710259,0.0,0.0,0.0,1195.526084455548,6353.410714695471
2055-02-28,63166.108845588155,0.0,-2290.9987664202977,0.0,63166.108845588155,0.0,0.0,0.0,1109.6601708129872,6099.944078769534
2055-03-31,71572.00438756695,0.0,-2595.8758068029492,0.0,71572.00438756695,0.0,0.0,0.0,1257.0342905514103,6936.6787678059545
2055-04-30,71064.47381093676,0.0,-2577.467962054704,0.0,71064.47381093676,0.0,0.0,0.0,1248.8105433397532,6870.000418072306
2055-05-31,68599.021930319,0.0,-2488.047427524525,0.0,68599.021930319,0.0,0.0,0.0,1210.9245857469637,6647.351173047639
2055-06-30,59050.22698941816,0.0,-2141.7180773364116,0.0,59050.22698941816,0.0,0.0,0.0,1051.2396223461,5783.606072614113
2055-07-31,63471.901326905085,0.0,-2302.0896854317925,0.0,63471.901326905085,0.0,0.0,0.0,1129.5187306227022,6166.862817633984
2055-08-31,63008.54077535401,0.0,-2285.283862318541,0.0,63008.54077535401,0.0,0.0,0.0,1114.423266327973,6145.448916622124
2055-09-30,65071.36588890449,0.0,-2360.1013534835847,0.0,65071.36588890449,0.0,0.0,0.0,1147.0241520142865,6297.780561995566
2055-10-31,69963.62087819581,0.0,-2537.5406536133214,0.0,69963.62087819581,0.0,0.0,0.0,1229.1646687512296,6742.773941928569
2055-11-30,62352.785787641034,0.0,-2261.5000026605576,0.0,62352.785787641034,0.0,0.0,0.0,1097.5568330409128,6013.982184746329
2055-12-31,59846.98628796061,0.0,-2170.6160829830296,0.0,59846.98628796061,0.0,0.0,0.0,1054.3388994997567,6015.766473714278
