year,grid_import_capacity_[MWh],grid_export_capacity,P_wind,P_solar,wind_PPA,solar_PPA,grid_import_tariff,export_revenues,max_loads,min_loads,RES,RES_constraint,RES_grid_constraint,NH3_potential_3h,NH3_potential_2h,NH3_potential,excess_after_min,NH3_supplied_after_RES,H2_supplied_after_RES,min_loads_after_RES,excess_after_max,max_loads_after_RES,min_loads_after_RES_pot_curtailment,H2_min_required,H2_min_pot_curtailment,min_loads_supplied_after_RES,wind_prod_ratio,solar_prod_ratio,H2_shortfall,H2_SOC_target,H2_charging,H2_wind_charging,H2_solar_charging,H2_storage,H2_SOC_[%],RES_excess_after_H2,H2_discharge,min_loads_after_H2,excess_after_H2_charging,H2_SOC_target_remaining,BESS_shortfall,SOC_target,NH3_potential_inclu_SOCs_excess,NH3_target,RES_available,grid_import,grid_to_HB,grid_to_H2,NH3_target_after_grid,RES_BESS_charging,P_wind_BESS_charging,P_solar_BESS_charging,E_bat,SOC_[%],RES_excess,H2_SOC_excess,BESS_SOC_excess,SOCs_excess,BESS_discharge,RES_to_plant,RES_to_H2,RES_to_HB,BESS_to_H2,BESS_to_HB,grid_export,wind_grid_export,solar_grid_export,RES_excess_after_grid_export,H2_charging_after_grid_export,H2_wind_charging_after_grid_export,H2_solar_charging_after_grid_export,BESS_charging_after_grid_export,BESS_wind_charging_after_grid_export,BESS_solar_charging_after_grid_export,NH3_target_remainder,RES_final_curtailment,final_solar_curtailment,final_wind_curtailment,direct_solar,direct_wind,final_H2_prod_[MWh],final_NH3_prod_[MWh],final_H2_prod_[tonnes],final_NH3_prod_[tonnes],grey_H2_prod_[tonnes],green_H2_prod_[tonnes],green_NH3_prod_[tonnes],grey_NH3_prod_[tonnes],max_energy_deficit,min_energy_deficit,NH3_cf_[%],H2_cf_[%],trip_event,test_ramp_rates,shortfall_events,BESS_usable_energy,HB_loads,HB_checks,total_H2_charging,solar_transmission_losses,wind_transmission_losses,wind_cost,solar_cost,grid_import_cost,elec_feed_water_m3,elec_cooling_water_m3,HB_cooling_water_m3,waste_water_m3,total_water_m3,waste_water_energy_MWh,water_consumption_cost,solar_export_revenues,wind_export_revenues,total_grid_export_revenues,Electrolyser_SOH,gross_solar_NPV,solar_cost_NPV,PV_opex,final_solar_curtailment_NPV,total_solar_BESS_charging_NPV,total_solar_H2_charging_NPV,PV_variable_opex_NPV,direct_solar_NPV,gross_wind_NPV,wind_cost_NPV,wind_opex,final_wind_curtailment_NPV,total_wind_BESS_charging_NPV,total_wind_H2_charging_NPV,wind_variable_opex_NPV,direct_wind_NPV,BESS_opex,BESS_NPV,electrolyser_opex_NPV,H2_storage_opex_NPV,H2_discharge_storage_NPV,HB_opex_NPV,NH3_storage_opex_NPV,NH3_fixed_opex_NPV,process_plant_fixed_opex_NPV,water_cost_NPV,H2_water_cost_NPV,NH3_water_cost_NPV,grid_import_NPV,grid_import_cost_NPV,solar_grid_export_NPV,wind_grid_export_NPV,max_energy_deficit_NPV,min_energy_deficit_NPV,grid_OPEX_NPV,final_NH3_prod_NPV,max_loads_NPV,min_loads_NPV,final_H2_prod_[tonnes]_NPV,final_NH3_prod_[tonnes]_NPV,H2_pipeline_opex_NPV,H2O_pipeline_opex_NPV,BESS_aug_cost,elect_aug_cost,electrolyser_stack_replacment,HB_refurbishment,grid_fixed_opex
1,876000.0,350400.0,0.0,906117.1568627452,0.0,0.0,0.0,0.0,9143.51893491124,7336.358875739646,906117.1568627452,4631.184824225547,9407.928994082838,9404.707100591715,9405.781065088755,9404.707100591715,904723.3657384849,95.99112426035492,906021.1657384848,1428.5875739644969,901485.9720385196,4776.744169857291,-900057.384464555,1330.2,-900155.7720385198,1393.7911242603548,0.0,4326.0,1330.2,23.331220058773113,12.451775147928995,0.0,12.451775147928995,325072.2277568156,0.28415404524197163,906104.7050875972,4264.074913220925,99.2875739644968,904787.1050875973,0.00852763964017509,0.0,309.301775147929,474635060.1715887,9030.323076923078,906104.7050875972,312.26748148843876,312.26748148843836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,901650.7244053835,1423876926.1384346,0.0,1423876963.49376,0.0,4453.980682213714,4150.06257244969,303.91810976402314,0.0,0.0,129944.40966484566,0.0,129944.40966484566,445518.36808758776,326187.9466529501,0.0,326187.9466529501,0.0,0.0,0.0,0.0,428812.71253615717,428812.71253615717,0.0,330654.3791103118,0.0,330350.46100054774,9030.323076923078,6289.993545326497,880.2651303606596,0.0,160.20825372564005,880.26513036066,0.0,0.0,112.76627218934908,2787.1240269375644,75.41387079113063,0.0,1452.0000000000005,0.0,0.0,616.1855912524617,5886.999999999997,326200.398428098,16705.655551430587,0.0,0.0,0.0,0.0,55477.74306977972,0.0,5175.958966520677,264179.72890371294,324833.4309400134,581.1954035881686,259866.74475201068,0.0,0.0,0.0,99.0,906117.1568627452,0.0,22811844.518835,428812.71253615717,0.0,326200.398428098,190.92177773063523,330654.3791103118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,2652000.0,0.0,4264.074913220925,19575.647596451177,0.0,0.0,0.0,259866.74475201068,0.0,0.0,312.26748148843876,0.0,129944.40966484566,0.0,0.0,112.76627218934908,0.02,9030.323076923078,9143.51893491124,7336.358875739646,6289.993545326497,880.2651303606596,0.02,0.02,0.0,0.0,0.0,0.0,0.0
2,876000.0,350400.0,0.0,901133.5125000002,0.0,0.0,0.0,0.0,9407.499408284022,7525.376627218932,901133.5125000002,4630.982618343195,9407.928994082838,9404.707100591715,9405.781065088755,9404.707100591715,899739.7213757399,95.99112426035492,901037.5213757398,1428.5875739644969,896502.529881657,4776.946375739644,-895073.9423076924,1330.2,-895172.329881657,1393.7911242603548,0.0,4326.0,1330.2,23.331220058773113,0.0,0.0,0.0,968015.7127490416,0.8461675810743371,901133.5125000002,4453.599207903162,98.3875739644968,901133.5125000002,0.0,0.0,309.301775147929,1413439693.0559626,9407.499408284022,901133.5125000002,322.917582037667,322.91758203766693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,896502.529881657,4240290862.146881,0.0,4240290862.146881,0.0,4630.982618343195,4317.903909455756,313.0787088874387,0.0,0.0,129702.49232481692,0.0,129702.49232481692,440933.1174361269,325866.920120713,0.0,325866.920120713,0.0,0.0,0.0,0.0,424241.9113975409,424241.9113975409,0.0,330497.9027390562,0.0,330184.82403016876,9407.499408284022,6224.5938186710355,908.5661298930102,0.0,165.35903564052765,908.5661298930094,0.0,0.0,0.0,2903.535943385459,75.37605844770431,0.0,435.60000000000014,0.0,0.0,635.9962909251058,6131.999999999987,325866.920120713,16691.2060385861,0.0,0.0,0.0,0.0,54900.917480678516,0.0,5342.368843770897,261432.94038418343,321676.22670863284,575.1524688452037,257340.9813669063,0.0,0.0,0.0,98.01,830537.7995391707,0.0,21340112.61439403,391006.3699516506,0.0,300338.1752264636,178.44976041253315,304606.36197148036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.29032258064516,0.0,2480903.2258064514,0.0,4104.699730786325,18312.70259022852,0.0,0.0,0.0,237180.62798793206,0.0,0.0,297.6198912789558,0.0,119541.46758047643,0.0,0.0,0.0,0.018709677419354837,8670.50636708205,8670.50636708205,6935.830992828509,5736.952828268236,837.3881381502398,0.018709677419354837,0.018709677419354837,0.0,0.0,0.0,0.0,0.0
3,876000.0,350400.0,0.0,896177.2781812501,0.0,0.0,0.0,0.0,9407.499408284022,7525.376627218932,896177.2781812501,4630.781524593194,9407.928994082838,9404.707100591715,9405.781065088755,9404.707100591715,894783.4870569899,95.99112426035492,896081.2870569897,1428.5875739644969,891546.496656657,4777.147469489644,-890117.9090826922,1330.2,-890216.2966566571,1393.7911242603548,0.0,4326.0,1330.2,23.331220058773113,0.0,0.0,0.0,1610605.9597283425,1.4078723424198798,896177.2781812501,4456.769885023353,98.3875739644968,896177.2781812501,0.0,0.0,309.301775147929,2351728552.020238,9407.499408284022,896177.2781812501,319.94799866747627,319.9479986674762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,891546.496656657,7055157439.03971,0.0,7055157439.03971,0.0,4630.781524593194,4320.60844819725,310.17307639594605,0.0,0.0,129459.80622889819,0.0,129459.80622889819,436386.54079898226,325700.14962877653,0.0,325700.14962877653,0.0,0.0,0.0,0.0,419710.1928110243,419710.1928110243,0.0,330330.9311533698,0.0,330020.75807697384,9407.499408284022,6159.9018538677565,900.1729643763183,0.0,163.83147951649008,900.1729643763191,0.0,0.0,0.0,2903.535943385459,75.33860474305989,0.0,435.60000000000014,0.0,0.0,630.1210750634223,6131.999999999994,325700.14962877653,16676.34798795789,0.0,0.0,0.0,0.0,54330.33435111362,0.0,5293.017030532753,258715.8778624458,318339.2292440922,569.1749312973808,254671.38339527373,0.0,0.0,0.0,97.0299,761262.5268587144,0.0,20190686.54666882,356525.04220605607,0.0,276667.7140128493,166.78827005051397,280601.3558609185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.626430801248697,0.0,2320844.9531737766,0.0,3785.826740872266,17131.237906987968,0.0,0.0,0.0,216331.95302110788,0.0,0.0,271.7815189683164,0.0,109970.31682889693,0.0,0.0,0.0,0.017502601456815814,7991.250107909722,7991.250107909722,6392.470961132267,5232.561195920709,764.6566836214982,0.017502601456815814,0.017502601456815814,0.0,0.0,0.0,0.0,0.0
4,876000.0,350400.0,0.0,891248.3031512534,0.0,0.0,0.0,0.0,9407.499408284022,7525.376627218932,891248.3031512534,4630.581536858819,9407.928994082838,9404.707100591715,9405.781065088755,9404.707100591715,889854.5120269931,95.99112426035492,891152.312026993,1428.5875739644969,886617.7216143946,4777.347457224019,-885189.13404043,1330.2,-885287.5216143946,1393.7911242603548,0.0,4326.0,1330.2,23.331220058773113,0.0,0.0,0.0,2187432.143557994,1.9120910345786661,891248.3031512534,4459.914182970004,98.3875739644968,891248.3031512534,0.0,0.0,309.301775147929,3193990918.108834,9407.499408284022,891248.3031512534,317.0036884552004,317.00368845520023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,886617.7216143946,9581944537.305496,0.0,9581944537.305496,0.0,4630.581536858819,4323.288954824364,307.29258203445755,0.0,0.0,141501.38448676968,0.0,141501.38448676968,561259.5764447808,183856.7606828441,0.0,183856.7606828441,0.0,0.0,0.0,0.0,549291.0734036134,549291.0734036134,0.0,188487.34221970293,0.0,188180.0496376685,9407.499408284022,3477.6409408769255,891.8518149852252,0.0,162.31703032731116,891.8518149852262,0.0,0.0,0.0,2903.535943385459,42.9585777052091,0.0,435.60000000000014,0.0,0.0,624.2962704896579,6132.000000000001,183856.7606828441,11968.503041167429,0.0,0.0,0.0,0.0,30672.793098534476,0.0,5244.088672113125,146060.91951683088,181977.8012874785,321.3340229370278,145582.24102998278,0.0,0.0,0.0,96.059601,697765.5142497619,0.0,19100748.90968279,430044.42976339714,0.0,143942.94688983916,111.98005943157584,147568.26667548975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.005370749555233,0.0,2171113.0207109526,0.0,3491.7029321532855,16025.996751698422,0.0,0.0,0.0,113977.51549006792,0.0,0.0,248.1847549239883,0.0,110782.57985385235,0.0,0.0,0.0,0.016373401362827698,7365.207472727855,7365.207472727855,5891.67830519103,2722.6732560468063,698.2380085520773,0.016373401362827698,0.016373401362827698,0.0,0.0,0.0,0.0,0.0
5,876000.0,350400.0,0.0,886346.4374839215,0.0,0.0,0.0,0.0,9407.499408284022,7525.376627218932,886346.4374839215,4630.382649056984,9407.928994082838,9404.707100591715,9405.781065088755,9404.707100591715,884952.6463596611,95.99112426035492,886250.4463596612,1428.5875739644969,881716.0548348645,4777.546345025855,-880287.4672608998,1330.2,-880385.8548348647,1393.7911242603548,0.0,4326.0,1330.2,23.331220058773113,0.0,0.0,0.0,2287731.956501506,1.9997656962425743,886346.4374839215,4463.032285669657,98.3875739644968,886346.4374839215,0.0,0.0,309.301775147929,3340445361.641851,9407.499408284022,886346.4374839215,314.0844735573813,314.0844735573813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,881716.0548348645,10021307867.904547,0.0,10021307867.904547,0.0,4630.382649056984,4325.945606799383,304.4370422576009,0.0,0.0,156434.69807120037,0.0,156434.69807120037,720818.336092595,4463.0206710692055,0.0,4463.0206710692055,0.0,0.0,0.0,0.0,714814.7261975728,714814.7261975728,0.0,9093.403320126166,0.0,8788.966277868589,9407.499408284022,160.815381594707,883.6021654499756,0.0,160.81559411189562,883.6021654499757,0.0,0.0,0.0,2903.535943385459,2.0063842661496607,0.0,435.60000000000014,0.0,0.0,618.5215158149822,6131.999999999994,4463.0206710692055,6003.609895022215,0.0,0.0,0.0,0.0,1418.391665665316,0.0,5195.580732845858,6754.246026977694,13368.218425488869,14.859341259350929,10694.574740391094,0.0,0.0,0.0,95.09900499,639564.7962409109,0.0,18067408.06853401,515791.92444020655,0.0,3220.4009463998427,52.54720587417937,6561.565992279869,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.424379088293605,0.0,2031041.212923149,0.0,3220.40932719685,14992.061477395297,0.0,0.0,0.0,7716.930113847836,0.0,0.0,226.6352792068443,0.0,112879.25529539978,0.0,0.0,0.0,0.015317052887806555,6788.209652283737,6788.209652283737,5430.118253632286,116.04024387347849,637.5846001121798,0.015317052887806555,0.015317052887806555,0.0,0.0,0.0,0.0,0.0
6,876000.0,350400.0,0.0,881471.5320777601,0.0,0.0,0.0,0.0,9407.499408284022,7525.376627218932,881471.5320777601,4630.184855138058,9407.928994082838,9404.707100591715,9405.781065088755,9404.707100591715,880077.7409534998,95.99112426035492,881375.5409534996,1428.5875739644969,876841.3472226219,4777.744138944781,-875412.7596486573,1330.2,-875511.1472226221,1393.7911242603548,0.0,4326.0,1330.2,23.331220058773113,0.0,0.0,0.0,2287731.950760655,1.9997656912243484,881471.5320777601,4466.124376452909,98.3875739644968,881471.5320777601,0.0,0.0,309.301775147929,3340445353.259253,9407.499408284022,881471.5320777601,311.1901766930563,311.1901766930563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,876841.3472226219,10021307842.756754,0.0,10021307842.756754,0.0,4630.184855138058,4328.578580909563,301.60627422849575,0.0,0.0,156381.38762724973,0.0,156381.38762724973,715993.8467552164,4466.112840155912,0.0,4466.112840155912,0.0,0.0,0.0,0.0,709992.0654222742,709992.0654222742,0.0,9096.297695293948,0.0,8794.691421065474,9407.499408284022,159.32686824511114,875.4235013165045,0.0,159.3270772396038,875.4235013165045,0.0,0.0,0.0,2903.535943385459,2.007691227272109,0.0,435.60000000000014,0.0,0.0,612.796450921552,6131.999999999992,4466.112840155912,6001.781332942009,0.0,0.0,0.0,0.0,1405.2629779218803,0.0,5147.490187741047,6691.728466294667,13244.481631957595,14.721802625848268,10595.585305566075,0.0,0.0,0.0,94.1480149401,586218.6081673603,0.0,17087897.891967654,472176.9736801874,0.0,2970.1679042354085,49.142091443944,6049.451151124391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.880870760016597,0.0,1900006.2959603653,0.0,2970.175576396928,14024.831704660115,0.0,0.0,0.0,7046.545514528926,0.0,0.0,206.9556027820369,0.0,104000.72612899732,0.0,0.0,0.0,0.014328855927302904,6256.414426067961,6256.414426067961,5004.717284453719,105.95960453329084,582.1963929896797,0.014328855927302904,0.014328855927302904,0.0,0.0,0.0,0.0,0.0
7,876000.0,350400.0,0.0,876623.4386513323,0.0,0.0,0.0,0.0,9407.499408284022,7525.376627218932,876623.4386513323,4629.988149085687,9407.928994082838,9404.707100591715,9405.781065088755,9404.707100591715,875229.647527072,95.99112426035492,876527.4475270719,1428.5875739644969,871993.4505022467,4777.940844997152,-870564.8629282821,1330.2,-870663.2505022467,1393.7911242603548,0.0,4326.0,1330.2,23.331220058773113,0.0,0.0,0.0,2287731.9450650876,1.9997656862457058,876623.4386513323,4469.190638042264,98.3875739644968,876623.4386513323,0.0,0.0,309.301775147929,3340445344.942775,9407.499408284022,876623.4386513323,308.3206211560741,308.32062115607357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,871993.4505022467,10021307817.80732,0.0,10021307817.80732,0.0,4629.988149085687,4331.188053256945,298.80009582874226,0.0,0.0,156328.2326508668,0.0,156328.2326508668,711196.0386720378,4469.179179342095,0.0,4469.179179342095,0.0,0.0,0.0,0.0,705196.0811598353,705196.0811598353,0.0,9099.167328427759,0.0,8800.36723259904,9407.499408284022,157.85118088265753,867.3153099783094,0.0,157.85138641605232,867.3153099783094,0.0,0.0,0.0,2903.535943385459,2.008986926743303,0.0,435.60000000000014,0.0,0.0,607.1207169848159,6131.999999999992,4469.179179342095,5999.957512202402,0.0,0.0,0.0,0.0,1392.2474153850394,0.0,5099.81402267246,6629.749597071617,13121.811035129116,14.585449113557559,10497.448828103297,0.0,0.0,0.0,93.206534790699,537322.0330160735,0.0,16159573.594298378,432246.4758491144,0.0,2739.3614369377233,45.95766407569251,5577.289942402349,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.372427485176816,0.0,1777425.2446080833,0.0,2739.3684604917366,13120.003852746559,0.0,0.0,0.0,6434.359722889084,0.0,0.0,188.9836110647879,0.0,95820.62272371323,0.0,0.0,0.0,0.013404413609412394,5766.280577021163,5766.280577021163,4612.642658482691,96.75410636560967,531.6166612433789,0.013404413609412394,0.013404413609412394,0.0,0.0,0.0,0.0,0.0
8,876000.0,350400.0,0.0,871802.00973875,0.0,0.0,0.0,0.0,9407.499408284022,7525.376627218932,871802.00973875,4629.792524916603,9407.928994082838,9404.707100591715,9405.781065088755,9404.707100591715,870408.2186144898,95.99112426035492,871706.0186144897,1428.5875739644969,867172.2172138336,4778.136469166237,-865743.6296398689,1330.2,-865842.0172138336,1393.7911242603548,0.0,4326.0,1330.2,23.331220058773113,0.0,0.0,0.0,2287731.9394144933,1.9997656813063753,871802.00973875,4472.231252540346,98.3875739644968,871802.00973875,0.0,0.0,309.301775147929,3340445336.6919656,9407.499408284022,871802.00973875,305.47563082707563,305.4756308270753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,867172.2172138336,10021307793.054892,0.0,10021307793.054892,0.0,4629.792524916603,4333.7741992485035,296.01832566809935,0.0,0.0,156274.69453001354,0.0,156274.69453001354,706425.3028133862,4472.219870433678,0.0,4472.219870433678,0.0,0.0,0.0,0.0,700427.1839093575,700427.1839093575,0.0,9102.012395350257,0.0,8805.99406968218,9407.499408284022,156.38822655058135,859.277080707394,0.0,156.38842868874565,859.277080707394,0.0,0.0,0.0,2903.535943385459,2.0102714461093893,0.0,435.60000000000014,0.0,0.0,601.4939564951748,6131.99999999999,4472.219870433678,5998.118904028749,0.0,0.0,0.0,0.0,1379.3441581761278,0.0,5052.549234559478,6568.305515124417,13000.198907860024,14.45027213327372,10400.159126288021,0.0,0.0,0.0,92.27446944279201,492503.9279580509,0.0,15279907.591471061,395689.77298793866,0.0,2526.474851257424,42.979478956185446,5141.966647193447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.896787002262183,0.0,1662752.6481817553,0.0,2526.481281309408,12273.551991279039,0.0,0.0,0.0,5875.323942669677,0.0,0.0,172.57123337313988,0.0,88283.69289896487,0.0,0.0,0.0,0.012539612731385787,5314.544310618583,5314.544310618583,4251.283556205245,88.3478301290401,485.4282655066794,0.012539612731385787,0.012539612731385787,0.0,0.0,0.0,0.0,0.0
9,876000.0,350400.0,0.0,867007.098685187,0.0,0.0,0.0,0.0,9407.499408284022,7525.376627218932,867007.098685187,4629.597976680449,9407.928994082838,9404.707100591715,9405.781065088755,9404.707100591715,865613.3075609267,95.99112426035492,866911.1075609267,1428.5875739644969,862377.5007085066,4778.331017402389,-860948.913134542,1330.2,-861047.3007085066,1393.7911242603548,0.0,4326.0,1330.2,23.331220058773113,0.0,0.0,0.0,2287731.9338002675,1.999765676398835,867007.098685187,4475.246401418424,98.3875739644968,867007.098685187,0.0,0.0,309.301775147929,3340445328.49426,9407.499408284022,867007.098685187,302.65503018514966,302.65503018514966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,862377.5007085066,10021307768.461773,0.0,10021307768.461773,0.0,4629.597976680449,4336.337193586591,293.2607830938579,0.0,0.0,156220.3602286291,0.0,156220.3602286291,701681.9053835773,4475.235096300103,0.0,4475.235096300103,0.0,0.0,0.0,0.0,695685.6548493219,695685.6548493219,0.0,9104.833072980531,0.0,8811.572289886693,9407.499408284022,154.9379126694671,851.3083046842971,0.0,154.9381114525421,851.3083046842971,0.0,0.0,0.0,2903.535943385459,2.011544866998446,0.0,435.60000000000014,0.0,0.0,595.9158132790075,6131.9999999999945,4475.235096300103,5996.250534255281,0.0,0.0,0.0,0.0,1366.5523897447,0.0,5005.692831543667,6507.392332117617,12879.637553405984,14.316263130658761,10303.710042724786,0.0,0.0,0.0,91.35172474836409,451424.1072389693,0.0,14446485.386743007,362222.2656949031,0.0,2330.1181859934554,40.19408528401592,4740.60840766251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.451833002116236,0.0,1555478.2837829324,0.0,2330.1240722231682,11481.709927325552,0.0,0.0,0.0,5364.827017379654,0.0,0.0,157.58322741521604,0.0,81339.16868236128,0.0,0.0,0.0,0.011730605458393155,4898.19752130745,4898.19752130745,3918.2336923550647,80.67143742000663,443.250224836706,0.011730605458393155,0.011730605458393155,0.0,0.0,0.0,1265717.4556213017,0.0
10,876000.0,350400.0,0.0,862238.5596424185,0.0,0.0,0.0,0.0,9407.499408284022,7525.376627218932,862238.5596424185,4629.404498459594,9407.928994082838,9404.707100591715,9405.781065088755,9404.707100591715,860844.7685181582,95.99112426035492,862142.568518158,1428.5875739644969,857609.155143959,4778.524495623245,-856180.5675699943,1330.2,-856278.955143959,1393.7911242603548,0.0,4326.0,1330.2,23.331220058773113,0.0,0.0,0.0,2287731.9281840357,1.9997656714895418,862238.5596424185,4478.2362655052775,98.3875739644968,862238.5596424185,0.0,0.0,309.301775147929,3340445320.2936263,9407.499408284022,862238.5596424185,299.8586443191528,299.8586443191527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,857609.155143959,10021307743.85987,0.0,10021307743.85987,0.0,4629.404498459594,4338.877210259687,290.5272881999092,0.0,0.0,156166.28550758184,0.0,156166.28550758184,696964.6445996014,4478.225036775686,0.0,4478.225036775686,0.0,0.0,0.0,0.0,690970.2538985666,690970.2538985666,0.0,9107.629535235259,0.0,8817.102247035373,9407.499408284022,153.5001469699098,843.4084750272323,0.0,153.50034245495627,843.408475027232,0.0,0.0,0.0,2903.535943385459,2.0128072701827127,0.0,435.60000000000014,0.0,0.0,590.3859325190618,6131.999999999992,4478.225036775686,5994.390701034827,0.0,0.0,0.0,0.0,1353.8712962746047,0.0,4959.241833160126,6447.006172736213,12760.119302170944,14.183413580019668,10208.095441736756,0.0,0.0,0.0,90.43820750088045,413770.76004530414,0.0,13657001.499413906,331582.58109318896,0.0,2149.009176635561,37.58925596390242,4370.566304258286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.035585711657123,0.0,1455124.8461195172,0.0,2149.0145650746713,10740.954448143257,0.0,0.0,0.0,4898.657526165486,0.0,0.0,143.89606887628054,0.0,74941.02638453287,0.0,0.0,0.0,0.01097379220301295,4514.467761573686,4514.467761573686,3611.2752924931474,73.66160068872992,404.734585154014,0.01097379220301295,0.01097379220301295,0.0,0.0,0.0,0.0,0.0
