,P_solar,P_wind,final_solar_curtailment,final_wind_curtailment,direct_solar,direct_wind,BESS_discharge,grid_import,final_H2_prod_[tonnes],final_NH3_prod_[tonnes]
2031-01-31,77513.79138750001,0.0,-2811.3810347797958,0.0,77513.79138750001,0.0,0.0,0.0,1360.3543708984694,7293.3546297490375
2031-02-28,72105.63823125,0.0,-2580.92011014192,0.0,72072.52879944321,0.0,0.0,0.0,1261.978459579797,6937.809600902498
2031-03-31,81701.17093125002,0.0,-2802.018029110517,0.0,81545.57734674792,0.0,0.0,0.0,1427.702689551964,7872.437505009911
2031-04-30,81121.81252500002,0.0,-2942.2419050518165,0.0,81121.81252500002,0.0,0.0,0.0,1422.1438419259757,7825.827532650027
2031-05-31,78307.43968125002,0.0,-2840.166206055703,0.0,78307.43968125002,0.0,0.0,0.0,1376.6005875084886,7561.225834185331
2031-06-30,67407.25972500001,0.0,-2444.822891580314,0.0,67407.25972500001,0.0,0.0,0.0,1191.814911828966,6554.385240563815
2031-07-31,72454.70773125002,0.0,-2627.8909539831634,0.0,72454.70773125002,0.0,0.0,0.0,1277.5807961879993,6980.496666295429
2031-08-31,71925.77047500001,0.0,-2608.7067011658055,0.0,71925.77047500001,0.0,0.0,0.0,1267.648079937526,6984.786138806617
2031-09-30,74280.53514375002,0.0,-2694.1126736075157,0.0,74280.53514375002,0.0,0.0,0.0,1303.5293411007865,7156.863806449401
2031-10-31,79865.16232500001,0.0,-2896.6639185233194,0.0,79865.16232500001,0.0,0.0,0.0,1399.3853780387801,7676.376163653239
2031-11-30,71177.21032500001,0.0,-2581.5568511658057,0.0,71177.21032500001,0.0,0.0,0.0,1250.0122551410407,6851.576108277177
2031-12-31,68316.77970000001,0.0,-2477.810662694303,0.0,68316.77970000001,0.0,0.0,0.0,1199.7513948691192,6781.7288894613
