,P_solar,P_wind,final_solar_curtailment,final_wind_curtailment,direct_solar,direct_wind,BESS_discharge,grid_import,final_H2_prod_[tonnes],final_NH3_prod_[tonnes]
2045-01-31,71753.98149222808,0.0,-2602.4760126714873,0.0,71753.98149222808,0.0,0.0,0.0,1238.7803951241094,6607.458132956219
2045-02-28,66747.6914561652,0.0,-2420.9007263894136,0.0,66747.6914561652,0.0,0.0,0.0,1149.519024959752,6319.274665798472
2045-03-31,75630.20982405012,0.0,-2743.0646050173646,0.0,75630.20982405012,0.0,0.0,0.0,1302.0254194230001,7183.2090376523065
2045-04-30,75093.90174757365,0.0,-2723.6130167513784,0.0,75093.90174757365,0.0,0.0,0.0,1294.2349237480028,7120.835742373237
2045-05-31,72488.65623799544,0.0,-2629.1222469739305,0.0,72488.65623799544,0.0,0.0,0.0,1253.343057536124,6881.563998255061
2045-06-30,62398.43491295719,0.0,-2263.155670418139,0.0,62398.43491295719,0.0,0.0,0.0,1087.0730580986788,5980.113852063487
2045-07-31,67070.8226821594,0.0,-2432.6205117881673,0.0,67070.8226821594,0.0,0.0,0.0,1165.352877034992,6364.435667297541
2045-08-31,66581.1891161043,0.0,-2414.8617814131117,0.0,66581.1891161043,0.0,0.0,0.0,1154.2015567466278,6362.827813412385
2045-09-30,68760.97851145682,0.0,-2493.921500415535,0.0,68760.97851145682,0.0,0.0,0.0,1186.2433306119005,6512.96666849222
2045-10-31,73930.62933399454,0.0,-2681.421789315867,0.0,73930.62933399454,0.0,0.0,0.0,1273.7725155486846,6986.94947625842
2045-11-30,65888.25215369453,0.0,-2389.7293527246743,0.0,65888.25215369453,0.0,0.0,0.0,1137.4305842162453,6233.13360300668
2045-12-31,63240.37127401985,0.0,-2293.6922223737793,0.0,63240.37127401985,0.0,0.0,0.0,1092.6275663971367,6210.045054268077
