year,grid_import_capacity_[MWh],grid_export_capacity,P_wind,P_solar,wind_PPA,solar_PPA,grid_import_tariff,export_revenues,max_loads,min_loads,RES,RES_constraint,RES_grid_constraint,NH3_potential_3h,NH3_potential_2h,NH3_potential,excess_after_min,NH3_supplied_after_RES,H2_supplied_after_RES,min_loads_after_RES,excess_after_max,max_loads_after_RES,min_loads_after_RES_pot_curtailment,H2_min_required,H2_min_pot_curtailment,min_loads_supplied_after_RES,wind_prod_ratio,solar_prod_ratio,H2_shortfall,H2_SOC_target,H2_charging,H2_wind_charging,H2_solar_charging,H2_storage,H2_SOC_[%],RES_excess_after_H2,H2_discharge,min_loads_after_H2,excess_after_H2_charging,H2_SOC_target_remaining,BESS_shortfall,SOC_target,NH3_potential_inclu_SOCs_excess,NH3_target,RES_available,grid_import,grid_to_HB,grid_to_H2,NH3_target_after_grid,RES_BESS_charging,P_wind_BESS_charging,P_solar_BESS_charging,E_bat,SOC_[%],RES_excess,H2_SOC_excess,BESS_SOC_excess,SOCs_excess,BESS_discharge,RES_to_plant,RES_to_H2,RES_to_HB,BESS_to_H2,BESS_to_HB,grid_export,wind_grid_export,solar_grid_export,RES_excess_after_grid_export,H2_charging_after_grid_export,H2_wind_charging_after_grid_export,H2_solar_charging_after_grid_export,BESS_charging_after_grid_export,BESS_wind_charging_after_grid_export,BESS_solar_charging_after_grid_export,NH3_target_remainder,RES_final_curtailment,final_solar_curtailment,final_wind_curtailment,direct_solar,direct_wind,final_H2_prod_[MWh],final_NH3_prod_[MWh],final_H2_prod_[tonnes],final_NH3_prod_[tonnes],grey_H2_prod_[tonnes],green_H2_prod_[tonnes],green_NH3_prod_[tonnes],grey_NH3_prod_[tonnes],max_energy_deficit,min_energy_deficit,NH3_cf_[%],H2_cf_[%],trip_event,test_ramp_rates,shortfall_events,BESS_usable_energy,HB_loads,HB_checks,total_H2_charging,solar_transmission_losses,wind_transmission_losses,wind_cost,solar_cost,grid_import_cost,elec_feed_water_m3,elec_cooling_water_m3,HB_cooling_water_m3,waste_water_m3,total_water_m3,waste_water_energy_MWh,water_consumption_cost,solar_export_revenues,wind_export_revenues,total_grid_export_revenues,Electrolyser_SOH,gross_solar_NPV,solar_cost_NPV,PV_opex,final_solar_curtailment_NPV,total_solar_BESS_charging_NPV,total_solar_H2_charging_NPV,PV_variable_opex_NPV,direct_solar_NPV,gross_wind_NPV,wind_cost_NPV,wind_opex,final_wind_curtailment_NPV,total_wind_BESS_charging_NPV,total_wind_H2_charging_NPV,wind_variable_opex_NPV,direct_wind_NPV,BESS_opex,BESS_NPV,electrolyser_opex_NPV,H2_storage_opex_NPV,H2_discharge_storage_NPV,HB_opex_NPV,NH3_storage_opex_NPV,NH3_fixed_opex_NPV,process_plant_fixed_opex_NPV,water_cost_NPV,H2_water_cost_NPV,NH3_water_cost_NPV,grid_import_NPV,grid_import_cost_NPV,solar_grid_export_NPV,wind_grid_export_NPV,max_energy_deficit_NPV,min_energy_deficit_NPV,grid_OPEX_NPV,final_NH3_prod_NPV,max_loads_NPV,min_loads_NPV,final_H2_prod_[tonnes]_NPV,final_NH3_prod_[tonnes]_NPV,H2_pipeline_opex_NPV,H2O_pipeline_opex_NPV,BESS_aug_cost,elect_aug_cost,electrolyser_stack_replacment,HB_refurbishment,grid_fixed_opex
1,0.0,0.0,0.0,906117.1568627452,0.0,0.0,0.0,0.0,1838547.938974682,1332080.7801008555,906117.1568627452,906117.1568627452,906117.1568627452,906117.1568627448,906117.1568627451,844050.0816993462,441562.69810882944,37307.367444018986,868809.7894187262,664397.0205360252,0.0,2857054.440770391,664397.0205360252,623952.9086901033,623952.9086901033,464554.4587539158,0.0,4326.0,613893.8235294118,10672.38034934724,2933.4329780693515,0.0,2933.4329780693515,17513.52248556357,0.015309023151716412,903183.7238846758,96731.7151420444,222834.32242719567,464554.4587539158,27.916697252009612,0.0,123720.7100591716,11576100.803428462,1533581.8771665546,903183.7238846758,0.0,0.0,0.0,632079.3152964032,0.0,0.0,0.0,0.0,0.0,98412.87715656922,30059388.65907981,0.0,30181677.751392234,0.0,804770.8467281065,752118.3648840048,52652.48184410184,0.0,0.0,0.0,0.0,0.0,500.7898736271163,97912.0872829421,0.0,97912.0872829421,0.0,0.0,0.0,632079.3152964032,-32345.399602662168,-32345.399602662168,0.0,905616.366989118,0.0,852963.8851450161,901502.561870151,16240.74419544966,88804.48264879199,0.0,16162.415842080143,88804.48264879199,0.0,632079.3152964032,654639.512029328,695.6006526928686,48.67959623016871,5270.0,0.0,701.9198721607122,0.0,52652.48184410184,2120.422504040865,100845.52026101145,32846.18947628929,0.0,0.0,0.0,0.0,143243.363803866,0.0,522170.3579748969,682111.2562088858,1347524.9779876487,1500.6447636595487,1078019.982390119,0.0,0.0,0.0,396.0,906117.1568627452,0.0,22811844.518835,-32345.399602662168,0.0,100845.52026101145,375.38502258616296,905616.366989118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,10608000.0,0.0,96731.7151420444,7830259.038580472,0.0,0.0,0.0,1078019.982390119,0.0,0.0,0.0,0.0,0.0,0.0,632079.3152964032,654639.512029328,0.02,901502.561870151,1838547.938974682,1332080.7801008555,16240.74419544966,88804.48264879199,0.02,0.02,0.0,0.0,0.0,0.0,0.0
2,0.0,0.0,0.0,901133.5125000002,0.0,0.0,0.0,0.0,1836534.626160357,1312013.6582348305,901133.5125000002,901133.5125000002,901133.5125000002,901133.5125000001,901133.5124999988,839407.8062499993,436993.94644970424,37303.398816568006,863830.1136834322,664811.9132396451,0.0,2862038.085133136,664811.9132396451,624363.8327662722,624363.8327662722,464139.5660502959,0.0,4326.0,614243.2875000001,10678.094269942301,1602.4897861890847,0.0,1602.4897861890847,11257.55990575319,0.009840524393140902,899531.022713811,79176.63050468356,223704.16167097367,464139.5660502959,3.1330927255055996,0.0,123720.7100591716,2392643.436609507,1538528.5298571014,899531.022713811,0.0,0.0,0.0,637632.2609765668,0.0,0.0,0.0,0.0,0.0,77811.38433796026,2630108.2488086456,0.0,2643832.7614927227,0.0,821719.6383758507,767991.090937738,53728.5474381128,0.0,0.0,0.0,0.0,0.0,252.71860530841303,77558.66573265185,0.0,77558.66573265185,0.0,0.0,0.0,637632.2609765668,-32421.714333877324,-32421.714333877324,0.0,900880.7938946917,0.0,847152.2464565788,900896.2688805343,15970.38462399197,87750.96898933523,0.0,15970.676356059013,87750.96898933525,0.0,637632.2609765668,631452.2652076611,695.1328361639555,48.34791955579151,5502.0,6.821210263296962e-13,731.916447894076,0.0,53728.5474381128,2272.9323093022235,79161.15551884094,32674.43293918574,0.0,0.0,0.0,0.0,140858.79238360916,0.0,515975.6976572912,670756.1542076627,1327590.6442485633,1475.6635392568583,1062072.5153988504,0.0,0.0,0.0,392.04,830537.7995391707,0.0,21340112.61439403,-29881.764363020575,0.0,72959.59033994556,349.33034294428967,830304.8791656145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.29032258064516,0.0,9923612.903225806,0.0,72973.85299970835,7325081.036091408,0.0,0.0,0.0,978868.677786959,0.0,0.0,0.0,0.0,0.0,0.0,587679.503204209,581983.6545692729,0.018709677419354837,830319.1418253772,1692658.6416224488,1209229.178096618,14719.248501375088,80876.46911459469,0.018709677419354837,0.018709677419354837,0.0,0.0,0.0,0.0,0.0
3,0.0,0.0,0.0,896177.2781812501,0.0,0.0,0.0,0.0,1832490.0424534192,1308685.0995211124,896177.2781812501,896177.2781812501,896177.2781812501,896177.2781812504,896177.2781812497,834791.0633156251,432457.2080500741,37299.45201656801,858877.8261646822,665231.4091587649,0.0,2866994.319451886,665231.4091587649,624779.381885392,624779.381885392,463720.07013117603,0.0,4326.0,614594.9484937501,10683.844467067345,1629.7668962391465,0.0,1629.7668962391465,11256.31085254312,0.009839432563411816,894547.5112850111,80084.43264071688,228675.87097556645,463720.07013117603,3.3415181067446786,0.0,123720.7100591716,2378577.516079312,1533839.5947238936,894547.5112850111,0.0,0.0,0.0,637835.5956353648,0.0,0.0,0.0,0.0,0.0,78627.94483719926,2599441.568221933,0.0,2614079.088288528,0.0,815919.5664478118,763131.5031456735,52788.0633021382,0.0,0.0,0.0,0.0,0.0,188.70301630890435,78439.24182089035,0.0,78439.24182089035,0.0,0.0,0.0,637835.5956353648,-32308.29193785998,-32308.29193785998,0.0,895988.5751649413,0.0,843200.5118628031,896003.9990885287,15738.502106568914,86476.86811600378,0.0,15738.789997112688,86476.86811600377,0.0,637835.5956353648,631662.11359676,691.3579538681034,48.12238967371322,5505.0,0.0,731.916447894076,0.0,52788.0633021382,2266.935110440537,80069.0087171295,32496.994954168884,0.0,0.0,0.0,0.0,138813.58857993782,0.0,508483.9845221022,661017.0884758944,1308314.6615779344,1454.2375946469676,1046651.7292623474,0.0,0.0,0.0,388.1196,761262.5268587144,0.0,20190686.54666882,-27444.449394007075,0.0,68015.04276338806,325.018257843984,761102.2320838763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.626430801248697,0.0,9283379.812695106,0.0,68028.14469682252,6852495.162795188,0.0,0.0,0.0,889083.8448574805,0.0,0.0,0.0,0.0,0.0,0.0,541812.8188199918,536568.7218643505,0.017502601456815814,761115.3340173108,1556618.3545655413,1111669.4765411136,13369.153820696056,73458.23280681584,0.017502601456815814,0.017502601456815814,0.0,0.0,0.0,0.0,0.0
4,0.0,0.0,0.0,891248.3031512534,0.0,0.0,0.0,0.0,1828417.1787295484,1305381.286669467,891248.3031512534,891248.3031512534,891248.3031512534,891248.3031512538,891248.303151253,830199.7124673893,427951.4447067258,37295.526923968006,853952.7762272854,665654.6208454133,0.0,2871923.294481883,665654.6208454133,625198.6684794405,625198.6684794405,463296.8584445276,0.0,4326.0,614947.1687625844,10689.604021000474,1656.932343538546,0.0,1656.932343538546,11255.01389764491,0.00983829886157772,889591.3708077148,80991.47953708166,233620.2699291506,463296.8584445276,3.55378834343634,0.0,123720.7100591716,2364460.4217410907,1529154.174845682,889591.3708077148,0.0,0.0,0.0,638032.746541042,0.0,0.0,0.0,0.0,0.0,79461.42204015689,2568524.1023472357,0.0,2584091.4721856588,0.0,810129.948767558,758265.75717167,51864.1915958879,0.0,0.0,0.0,0.0,0.0,142.24778093292127,79319.17425922396,0.0,79319.17425922396,0.0,0.0,0.0,638032.746541042,-32177.660963068367,-32177.660963068367,0.0,891106.0553703204,0.0,839241.8637744326,891121.4283046396,15509.517987583748,85218.69277705756,0.0,15509.802085424473,85218.69277705754,0.0,638032.746541042,631872.7055041253,687.590555340642,47.89646523082026,5523.0,1.3642420526593924e-12,731.916447894076,0.0,51864.1915958879,2261.279759508652,80976.1066027625,32319.908744001288,0.0,0.0,0.0,0.0,136793.94865048866,0.0,501085.9135290984,651399.7554785174,1289279.6176581043,1433.0794620527383,1031423.6941264835,0.0,0.0,0.0,384.238404,697765.5142497619,0.0,19100748.90968279,-25192.151356544568,0.0,63396.84963869282,302.3924787859983,697654.1473100858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.005370749555233,0.0,8684452.08284381,0.0,63408.885233467925,6410398.700679369,0.0,0.0,0.0,807509.9630449634,0.0,0.0,0.0,0.0,0.0,0.0,499521.0043309827,494698.258316515,0.016373401362827698,697666.1829048609,1431482.6165372296,1021993.5808734513,12142.527235236385,66718.40471283866,0.016373401362827698,0.016373401362827698,0.0,0.0,0.0,0.0,0.0
5,0.0,0.0,0.0,886346.4374839215,0.0,0.0,0.0,0.0,1824332.1843418863,1302102.3876052815,886346.4374839215,886346.4374839215,886346.4374839215,886346.4374839222,886346.437483923,825633.6140488198,423473.788579516,37291.623419377305,849054.8140645442,666078.8303855354,0.0,2876825.1601492143,666078.8303855354,625618.9745149721,625618.9745149721,462872.64890440553,0.0,4326.0,615305.3170984468,10695.461174878688,1683.861559726032,0.0,1683.861559726032,11253.92068735626,0.009837343258178548,884662.5759241955,81870.20625337987,238537.50853080166,462872.64890440553,3.765103365016433,0.0,123720.7100591716,2350526.7460329025,1524490.7594070658,884662.5759241955,0.0,0.0,0.0,638237.5793834291,0.0,0.0,0.0,0.0,0.0,80279.60215393886,2538071.638534406,0.0,2554564.6738248607,0.0,804382.9737702566,753428.390956894,50954.58281336263,0.0,0.0,0.0,0.0,0.0,108.5796257724997,80171.02252816636,0.0,80171.02252816636,0.0,0.0,0.0,638237.5793834291,-32034.762369082677,-32034.762369082677,0.0,886237.857858149,0.0,835283.2750447863,886253.1800236364,15283.52645455586,83976.96049784719,0.0,15283.806810608188,83976.96049784719,0.0,638237.579383429,632091.2734589258,683.8342080766788,47.67054417559561,5531.0,9.094947017729282e-13,731.916447894076,0.0,50954.58281336263,2255.5461857648033,81854.8840878924,32143.341994855175,0.0,0.0,0.0,0.0,134800.70332918267,0.0,493784.5277273415,641908.1110913462,1270493.3421478702,1412.1978444009617,1016394.6737182962,0.0,0.0,0.0,380.39601996,639564.7962409109,0.0,18067408.06853401,-23115.460728164795,0.0,59064.379399557234,281.3378681863141,639486.447975158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.424379088293605,0.0,8124164.851692596,0.0,59075.43548015229,5996824.590958119,0.0,0.0,0.0,733404.2592220395,0.0,0.0,0.0,0.0,0.0,0.0,460535.8245365088,456100.8082381435,0.015317052887806555,639497.504055753,1316391.1901834884,939563.5983798741,11028.199662536475,60595.61516623227,0.015317052887806555,0.015317052887806555,0.0,0.0,0.0,0.0,0.0
6,0.0,0.0,0.0,881471.5320777601,0.0,0.0,0.0,0.0,1820230.1181738027,1298858.1675252703,881471.5320777601,881471.5320777601,881471.5320777601,881471.5320777593,881471.532077759,821092.6291715495,419026.58740932937,37287.741384061854,844183.7906936982,666506.5346215103,0.0,2881700.0655553765,666506.5346215103,626042.7967156314,626042.7967156314,462444.94466843066,0.0,4326.0,615667.7766346177,10701.389352206075,1755.178061371808,0.0,1755.178061371808,11253.0627315726,0.0098365932968292,879716.3540163882,82768.29306162283,243427.73610245073,462444.94466843066,3.9861212061671933,0.0,123720.7100591716,2336877.3854008643,1519854.235746333,879716.3540163882,0.0,0.0,0.0,638451.4594975305,0.0,0.0,0.0,0.0,0.0,81081.87082920875,2508338.6240262934,0.0,2525799.827969909,0.0,798634.4831871794,748562.7090775748,50071.7741096046,0.0,0.0,0.0,0.0,0.0,84.02717061687298,80997.84365859188,0.0,80997.84365859188,0.0,0.0,0.0,638451.4594975305,-31883.395287155185,-31883.395287155185,0.0,881387.5049071432,0.0,831315.7307975385,881402.7762488022,15060.327369032499,82750.57158541164,0.0,15060.60402854492,82750.57158541164,0.0,638451.4594975305,632315.2521589167,680.0916296589321,47.444112019035416,5543.0,6.821210263296962e-13,731.916447894076,0.0,50071.7741096046,2250.110231939768,82753.0217199637,31967.422457772063,0.0,0.0,0.0,0.0,132832.08739486666,0.0,486573.3609222205,632533.7494993649,1251939.197816452,1391.574248898603,1001551.3582531618,0.0,0.0,0.0,376.5920597604,586218.6081673603,0.0,17087897.891967654,-21203.906114618654,0.0,55034.51835815042,261.7466232940816,586162.7262821097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.880870760016597,0.0,7600025.183841461,0.0,55044.674494028295,5609932.681864047,0.0,0.0,0.0,666077.1469945823,0.0,0.0,0.0,0.0,0.0,0.0,424599.2211306551,420518.36452376103,0.014328855927302904,586172.8824179876,1210535.709423257,863799.679813486,10015.80179000064,55032.88890738013,0.014328855927302904,0.014328855927302904,0.0,0.0,0.0,0.0,0.0
7,0.0,0.0,0.0,876623.4386513323,0.0,0.0,0.0,0.0,1816102.3848747865,1295643.0597614348,876623.4386513323,876623.4386513323,876623.4386513323,876623.4386513329,876623.4386513327,816576.6197111071,414610.3940645897,37283.880699940644,839339.5579513918,666938.4347031983,0.0,2886548.1589818043,666938.4347031983,626470.8361131981,626470.8361131981,462013.0445867427,0.0,4326.0,616034.6068378359,10707.38952951279,1782.1926863010997,0.0,1782.1926863010997,11252.387014205366,0.009836002634794899,874841.2459650312,83591.70258886032,248291.10087053757,462013.0445867427,4.196845010682593,0.0,123720.7100591716,2323406.2068987903,1515304.225800247,874841.2459650312,0.0,0.0,0.0,638732.1313543844,0.0,0.0,0.0,0.0,0.0,81860.8541080294,2479088.543963154,0.0,2497472.823532449,0.0,792980.3918570019,743791.4839503906,49188.90790661126,0.0,0.0,0.0,0.0,0.0,66.56740096731215,81794.28670706209,0.0,81794.28670706209,0.0,0.0,0.0,638732.1313543844,-31725.650727284297,-31725.650727284297,0.0,876556.8712503649,0.0,827367.9633437538,876572.0944458621,14840.404563403661,81542.1847259384,0.0,14840.67762012079,81542.1847259384,0.0,638732.1313543846,632538.4403362924,676.3642687426126,47.21880854604233,5558.0,-9.094947017729282e-13,731.916447894076,0.0,49188.90790661126,2243.8697731539537,83576.47939336319,31792.218128251607,0.0,0.0,0.0,0.0,130892.36824922031,0.0,479468.04618851776,623296.9916629537,1233657.406100692,1371.2533816584987,986925.9248805536,0.0,0.0,0.0,372.826139162796,537322.0330160735,0.0,16159573.594298378,-19446.08185901186,0.0,51227.79273282626,243.51773791528163,537281.2308544574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.372427485176816,0.0,7109700.978432333,0.0,51237.123715769296,5248001.541098624,0.0,0.0,0.0,604931.4004299716,0.0,0.0,0.0,0.0,0.0,0.0,391507.7241147482,387711.331612587,0.013404413609412394,537290.5618374004,1113171.0408149227,794158.052635731,9096.353119484267,49980.88180361803,0.013404413609412394,0.013404413609412394,0.0,0.0,0.0,0.0,0.0
8,0.0,0.0,0.0,871802.00973875,0.0,0.0,0.0,0.0,1811974.0112223474,1292436.3377321593,871802.00973875,871802.00973875,871802.00973875,871802.0097387499,871802.0097387495,812085.4483026953,410225.5704696493,37280.041249582086,834521.968489168,667375.0400208402,0.0,2891369.587894386,667375.0400208402,626903.6019804814,626903.6019804814,461576.4392691007,0.0,4326.0,616404.6619499656,10713.442873679523,1808.625740704697,0.0,1808.625740704697,11251.799091812,0.00983548871661888,869993.3839980453,84392.86019034595,253127.75297861695,461576.4392691007,4.4076091259465535,0.0,123720.7100591716,2310013.155642459,1510761.041346016,869993.3839980453,0.0,0.0,0.0,638994.3089884745,0.0,0.0,0.0,0.0,0.0,82619.51183084997,2449990.187131689,0.0,2469297.7189078983,0.0,787373.8721671954,739052.3809819114,48321.491185283914,0.0,0.0,0.0,0.0,0.0,50.448989704990936,82569.06284114497,0.0,82569.06284114497,0.0,0.0,0.0,638994.3089884745,-31567.48326544175,-31567.48326544175,0.0,871751.5607490451,0.0,823430.0695637611,871766.7323575412,14623.535656338012,80350.57743612438,0.0,14623.805093374634,80350.57743612437,0.0,638994.3089884745,632759.5695536078,672.6564445539299,46.99406857457831,5570.0,1.5916157281026244e-12,731.916447894076,0.0,48321.491185283914,2237.733492202394,84377.68858184967,31617.932255146745,0.0,0.0,0.0,0.0,128979.58448890128,0.0,472461.3953244113,614188.4975661965,1215629.477379509,1351.2146946456326,972503.5819036074,0.0,0.0,0.0,369.09787777116804,492503.9279580509,0.0,15279907.591471061,-17833.303124225476,0.0,47667.17969718284,226.55807191241774,492475.4279943967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.896787002262183,0.0,6651010.592727021,0.0,47675.75053860599,4909420.796511617,0.0,0.0,0.0,549392.8996382212,0.0,0.0,0.0,0.0,0.0,0.0,360984.7231414062,357462.55454444804,0.012539612731385787,492483.9988358198,1023631.8658548805,730131.3438811104,8261.220633730047,45392.15849347204,0.012539612731385787,0.012539612731385787,0.0,0.0,0.0,0.0,0.0
9,0.0,0.0,0.0,867007.098685187,0.0,0.0,0.0,0.0,1807874.1617444172,1289233.3824036557,867007.098685187,867007.098685187,867007.098685187,867007.0986851868,867007.0986851864,807618.9783370306,405866.9896690422,37276.22291620051,829730.8757689865,667811.3702737961,0.0,2896164.498947949,667811.3702737961,627336.1139000559,627336.1139000559,461140.1090161448,0.0,4326.0,616774.7174358543,10719.496383815285,1833.3281453271727,0.0,1833.3281453271727,11251.16460852255,0.009834934098358873,865173.7705398598,85143.55233396067,257937.83564067635,461140.1090161448,4.624010041399817,0.0,123720.7100591716,2296590.4400065,1506250.8601062181,865173.7705398598,0.0,0.0,0.0,639264.8398011951,0.0,0.0,0.0,0.0,0.0,83331.30256879768,2420687.1778552313,0.0,2440942.6538415835,0.0,781842.467971062,734377.3358874016,47465.13208366051,0.0,0.0,0.0,0.0,0.0,36.16674023206559,83295.13582856562,0.0,83295.13582856562,0.0,0.0,0.0,639264.8398011951,-31408.37483290105,-31408.37483290105,0.0,866970.9319449549,0.0,819505.7998612945,866986.0203050228,14409.745942476255,79175.8859781549,0.0,14410.011248024188,79175.8859781549,0.0,639264.8398011951,632983.3446230886,668.9676403677611,46.77010614434964,5580.0,-4.547473508864641e-13,731.916447894076,0.0,47465.13208366051,2231.5167358267313,85128.46397389278,31444.541573133112,0.0,0.0,0.0,0.0,127093.95921264058,0.0,465554.2095515507,605209.3295840027,1197857.4983481942,1331.460525084806,958285.9986785552,0.0,0.0,0.0,365.40689899345637,451424.1072389693,0.0,14446485.386743007,-16353.381177929114,0.0,44323.790322267036,210.7791491511231,451405.27632230695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.451833002116236,0.0,6221913.13513173,0.0,44331.64637037053,4592683.970930221,0.0,0.0,0.0,498950.2416867142,0.0,0.0,0.0,0.0,0.0,0.0,332845.67108406266,329575.0884588422,0.011730605458393155,451413.1323704104,941304.8413369549,671264.4331941851,7502.714461608642,41224.464824734954,0.011730605458393155,0.011730605458393155,0.0,0.0,0.0,506286982.2485207,0.0
10,0.0,0.0,0.0,862238.5596424185,0.0,0.0,0.0,0.0,1803784.6711361865,1286022.2265405995,862238.5596424185,862238.5596424185,862238.5596424185,862238.5596424174,862238.5596424191,803177.073956177,401536.0117017414,37272.321343528674,824966.23829889,668248.9313492638,0.0,2900933.0379907177,668248.9313492638,627769.7734028517,627769.7734028517,460702.54794067715,0.0,4326.0,617146.7440407736,10725.582451156006,1858.1967293510813,0.0,1858.1967293510813,11250.682049211884,0.009834512280779617,860380.3629130673,85833.55913137476,262721.4630435127,460702.54794067715,4.839380640482474,0.0,123720.7100591716,2283370.713407823,1501764.2747650223,860380.3629130673,0.0,0.0,0.0,639535.2683958323,0.0,0.0,0.0,0.0,0.0,83984.91567525217,2391907.0891289636,0.0,2413105.996024597,0.0,776395.4472378151,729771.8338247847,46623.61341303052,0.0,0.0,0.0,0.0,0.0,24.459719867758395,83960.45595538442,0.0,83960.45595538442,0.0,0.0,0.0,639535.2683958323,-31247.554266960535,-31247.554266960535,0.0,862214.0999225507,0.0,815590.4865095202,862229.00636919,14198.912073245618,78017.42629125694,0.0,14199.17158500876,78017.42629125694,0.0,639535.2683958323,633206.942741724,665.2971216819684,46.546654863001955,5591.0,2.7284841053187847e-12,731.916447894076,0.0,46623.61341303052,2225.23872009667,85818.6526847355,31272.013986828293,0.0,0.0,0.0,0.0,125234.40448602634,0.0,458742.4665925907,596354.307076316,1180331.178154933,1311.9794755678952,944264.9425239465,0.0,0.0,0.0,361.7528300035218,413770.76004530414,0.0,13657001.499413906,-14995.066196017846,0.0,41182.62718632432,196.09861900638174,413759.0223228757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.035585711657123,0.0,5820499.384478069,0.0,41189.78048709767,4296381.779257303,0.0,0.0,0.0,453133.55402975826,0.0,0.0,0.0,0.0,0.0,0.0,306899.9769503035,303863.14209012216,0.01097379220301295,413766.1756236491,865599.6023230639,617135.9285202166,6813.7693155357865,37438.977197562774,0.01097379220301295,0.01097379220301295,0.0,0.0,0.0,0.0,0.0
