,P_solar,P_wind,final_solar_curtailment,final_wind_curtailment,direct_solar,direct_wind,BESS_discharge,grid_import,final_H2_prod_[tonnes],final_NH3_prod_[tonnes]
2042-01-31,72951.0659077077,0.0,-2645.8935821448417,0.0,72951.0659077077,0.0,0.0,0.0,1294.7984886587049,6912.982728855629
2042-02-28,67861.25504594416,0.0,-2461.289043117148,0.0,67861.25504594416,0.0,0.0,0.0,1201.5418499268665,6605.425076134343
2042-03-31,76891.9620451395,0.0,-2788.827638942886,0.0,76891.9620451395,0.0,0.0,0.0,1360.9145304626504,7507.528970812795
2042-04-30,76346.70664578429,0.0,-2769.0515363755985,0.0,76346.70664578429,0.0,0.0,0.0,1352.923988523309,7443.820175943422
2042-05-31,73697.99736272401,0.0,-2672.9843603060544,0.0,73697.99736272401,0.0,0.0,0.0,1310.371431907153,7195.328609045871
2042-06-30,63439.43908347436,0.0,-2300.9122983643574,0.0,63439.43908347436,0.0,0.0,0.0,1136.3602909736205,6251.178061589698
2042-07-31,68189.77712756404,0.0,-2473.204351776936,0.0,68189.77712756404,0.0,0.0,0.0,1217.4621446002782,6649.204639824751
2042-08-31,67691.97491777614,0.0,-2455.149349349396,0.0,67691.97491777614,0.0,0.0,0.0,1206.2023147162652,6649.029829238448
2042-09-30,69908.13012670357,0.0,-2535.5280356835515,0.0,69908.13012670357,0.0,0.0,0.0,1239.9774988149113,6807.8524838159965
2042-10-31,75164.02715195272,0.0,-2726.15642520036,0.0,75164.02715195272,0.0,0.0,0.0,1331.5259221592967,7303.642923222998
2042-11-30,66987.47756496906,0.0,-2429.597631890072,0.0,66987.47756496906,0.0,0.0,0.0,1189.1102371352333,6516.609203038921
2042-12-31,64295.42161836172,0.0,-2331.9582970390284,0.0,64295.42161836172,0.0,0.0,0.0,1141.980010437669,6483.80216177179
