year,grid_import_capacity_[MWh],grid_export_capacity,P_wind,P_solar,wind_PPA,solar_PPA,grid_import_tariff,export_revenues,max_loads,min_loads,RES,RES_constraint,RES_grid_constraint,NH3_potential_3h,NH3_potential_2h,NH3_potential,excess_after_min,NH3_supplied_after_RES,H2_supplied_after_RES,min_loads_after_RES,excess_after_max,max_loads_after_RES,min_loads_after_RES_pot_curtailment,H2_min_required,H2_min_pot_curtailment,min_loads_supplied_after_RES,wind_prod_ratio,solar_prod_ratio,H2_shortfall,H2_SOC_target,H2_charging,H2_wind_charging,H2_solar_charging,H2_storage,H2_SOC_[%],RES_excess_after_H2,H2_discharge,min_loads_after_H2,excess_after_H2_charging,H2_SOC_target_remaining,BESS_shortfall,SOC_target,NH3_potential_inclu_SOCs_excess,NH3_target,RES_available,grid_import,grid_to_HB,grid_to_H2,NH3_target_after_grid,RES_BESS_charging,P_wind_BESS_charging,P_solar_BESS_charging,E_bat,SOC_[%],RES_excess,H2_SOC_excess,BESS_SOC_excess,SOCs_excess,BESS_discharge,RES_to_plant,RES_to_H2,RES_to_HB,BESS_to_H2,BESS_to_HB,grid_export,wind_grid_export,solar_grid_export,RES_excess_after_grid_export,H2_charging_after_grid_export,H2_wind_charging_after_grid_export,H2_solar_charging_after_grid_export,BESS_charging_after_grid_export,BESS_wind_charging_after_grid_export,BESS_solar_charging_after_grid_export,NH3_target_remainder,RES_final_curtailment,final_solar_curtailment,final_wind_curtailment,direct_solar,direct_wind,final_H2_prod_[MWh],final_NH3_prod_[MWh],final_H2_prod_[tonnes],final_NH3_prod_[tonnes],grey_H2_prod_[tonnes],green_H2_prod_[tonnes],green_NH3_prod_[tonnes],grey_NH3_prod_[tonnes],max_energy_deficit,min_energy_deficit,NH3_cf_[%],H2_cf_[%],trip_event,test_ramp_rates,shortfall_events,BESS_usable_energy,HB_loads,HB_checks,total_H2_charging,solar_transmission_losses,wind_transmission_losses,wind_cost,solar_cost,grid_import_cost,elec_feed_water_m3,elec_cooling_water_m3,HB_cooling_water_m3,waste_water_m3,total_water_m3,waste_water_energy_MWh,water_consumption_cost,solar_export_revenues,wind_export_revenues,total_grid_export_revenues,Electrolyser_SOH,gross_solar_NPV,solar_cost_NPV,PV_opex,final_solar_curtailment_NPV,total_solar_BESS_charging_NPV,total_solar_H2_charging_NPV,PV_variable_opex_NPV,direct_solar_NPV,gross_wind_NPV,wind_cost_NPV,wind_opex,final_wind_curtailment_NPV,total_wind_BESS_charging_NPV,total_wind_H2_charging_NPV,wind_variable_opex_NPV,direct_wind_NPV,BESS_opex,BESS_NPV,electrolyser_opex_NPV,H2_storage_opex_NPV,H2_discharge_storage_NPV,HB_opex_NPV,NH3_storage_opex_NPV,NH3_fixed_opex_NPV,process_plant_fixed_opex_NPV,water_cost_NPV,H2_water_cost_NPV,NH3_water_cost_NPV,grid_import_NPV,grid_import_cost_NPV,solar_grid_export_NPV,wind_grid_export_NPV,max_energy_deficit_NPV,min_energy_deficit_NPV,grid_OPEX_NPV,final_NH3_prod_NPV,max_loads_NPV,min_loads_NPV,final_H2_prod_[tonnes]_NPV,final_NH3_prod_[tonnes]_NPV,H2_pipeline_opex_NPV,H2O_pipeline_opex_NPV,BESS_aug_cost,elect_aug_cost,electrolyser_stack_replacment,HB_refurbishment,grid_fixed_opex
1,876000.0,350400.0,997995.0393808165,719249.4797687862,0.0,0.0,0.0,0.0,2216628.7208819897,1382424.271910009,1717244.5191496029,1583656.1726813202,1634417.9336932648,1634346.0986206986,1634394.7563573949,1585407.971093567,946696.4881645828,60902.50067074687,1656342.018478856,132613.15244693242,133588.34646828243,1426881.1054251886,-975.1940213499911,131314.46968572674,-2273.8767825557024,770548.0309850203,6039.965009933858,2660.034990066142,114852.84746513804,2378.153502743401,98261.06666844348,40124.1826508993,58136.88401754419,9659.737998079388,0.008443826921398069,1618983.4524811592,248408.7499072744,2132.706295642268,1586528.1271005718,150.18547950370558,0.0,98976.56804733726,12585821.488500165,1738273.5913794811,1618983.4524811592,112307.1407677823,42040.384037655465,70266.75673012684,10096.15557402272,0.0,0.0,0.0,0.0,0.0,251521.90735075795,31987612.29890844,0.0,32645499.791874416,0.0,1367461.5451304016,1291579.4555201055,75882.0896102959,0.0,0.0,33762.498761033916,16063.114640568958,17699.384120464958,67005.34063581134,150754.06795391263,73704.75297452678,77049.31497938585,0.0,0.0,0.0,10096.15557402272,7152.106181943202,8587.89299911492,-1435.786817171716,668089.0471122678,948387.6326404897,1610861.3468725884,1728177.4358054583,30671.38893512164,168460.67663993064,1337.9047359125445,29321.938412554835,161109.55171733425,7351.124922596398,10096.15557402272,36209.62820334566,1666.8301943335375,91.93364609477163,0.0,864.4237158400241,0.0,0.0,117922.47364795134,5886.999999999994,249015.13462235616,24873.15553693852,34980.07891692962,0.0,0.0,0.0,270521.65040777286,0.0,990548.7786427923,1288198.3352751087,2549268.7643256737,2834.0363376052396,3823903.146488511,0.0,0.0,0.0,396.0,719249.4797687862,0.0,22728938.21298605,8587.89299911492,0.0,135186.19899693003,284.26463470786854,668089.0471122678,997995.0393808165,0.0,39490518.07359617,-1435.786817171716,0.0,113828.9356254261,569.6755709328532,948387.6326404897,11.0,0.0,10608000.0,0.0,248408.7499072744,6214231.282933095,0.0,0.0,0.0,3823903.146488511,0.0,0.0,112307.1407677823,0.0,17699.384120464958,16063.114640568958,10096.15557402272,36209.62820334566,0.02,1728177.4358054583,2216628.7208819897,1382424.271910009,30671.38893512164,168460.67663993064,0.02,0.02,0.0,0.0,0.0,0.0,0.0
2,876000.0,350400.0,894599.0409263483,715293.6076300578,0.0,0.0,0.0,0.0,2152085.54173368,1278643.7619792037,1609892.6485564061,1502344.0019115075,1554542.3179232634,1554474.021864472,1554520.7950233282,1505284.1799397527,853793.4690405887,60818.95222075226,1549073.696335654,147062.003916135,107548.64664489879,1508193.2761950013,39513.35727123619,145679.77270493467,38131.12606003587,756099.1795158176,5976.21546162126,2723.784538378741,127328.82311446323,2580.991780559045,118824.0847546054,48163.72268875662,70660.36206584878,2490.992699291533,0.002177441170709382,1491068.5638018008,210323.70153455823,1725.3891255797666,1464927.4051214925,209.16018125008296,0.0,98976.56804733726,1840677.355150328,1639574.6413556929,1491068.5638018008,104282.56163753459,39373.148493106,64909.41314442856,4962.313966173979,0.0,0.0,0.0,0.0,0.0,171062.4995843748,-304096.2807488548,0.0,612129.8932171335,0.0,1320006.064217426,1248870.8478197795,71135.21639764638,0.0,0.0,28642.39917344318,12537.829188184674,16104.56998525851,50923.36166641968,91496.7387445119,30599.464342936037,60897.274401575865,0.0,0.0,0.0,4962.313966173979,-5619.565837362263,1554.7506282565869,-7174.316465618852,672653.4270214797,857673.4606950637,1524101.0844633258,1634612.3273895192,28732.12061531157,157869.09270107507,1223.662332207788,27508.512539387877,151145.67329334,6723.4194077350985,4962.313966173979,3.268496584496461e-13,1576.5864817305599,86.98214156279681,0.0,423.7076149932166,0.0,0.0,110508.36489075237,6131.99999999999,210320.8234991173,24980.859995063067,31562.06750871888,0.0,0.0,0.0,253417.30382704808,0.0,928270.2650823216,1206749.065843086,2388436.634752456,2654.8479448547896,3582654.952128684,0.0,0.0,0.0,392.04,668498.6987196802,0.0,21751806.289810944,1453.0379703332587,0.0,122951.06211908843,273.2219026429325,628648.0626368969,836073.8700246245,0.0,37792794.86669391,-6704.96865945687,0.0,73610.45516980621,491.91315256312464,801563.9819580034,10.527102803738316,0.0,10151955.140186915,0.0,196564.2070416432,5947077.414694849,0.0,0.0,0.0,3348275.656195032,0.0,0.0,97460.33797900428,0.0,15050.999986222905,11717.59737213521,4637.676603900914,3.0546697051368793e-13,0.01914018691588785,1527675.0723266534,2011294.8988165231,1194994.1700740221,26852.449173188383,147541.20813184587,0.01914018691588785,0.01914018691588785,0.0,0.0,0.0,0.0,0.0
3,876000.0,350400.0,1017960.3233452006,711359.4927880926,0.0,0.0,0.0,0.0,2231697.7219293774,1345213.2668873006,1729319.8161332936,1592882.1647409657,1643724.5025561266,1643655.3807321712,1643702.4870980596,1594857.7240212506,955622.1929031304,60907.44703139618,1668412.3691018969,129463.56020178972,136437.65139232762,1417655.113365543,-6974.091190537905,128169.82380123333,-8267.827591094296,773697.6232301629,6065.9851753694065,2634.0148246305944,112174.94045489207,2332.677820549933,105642.68897601825,47513.99116269779,58128.69781332046,2300.863421040143,0.0020112442491609637,1623677.1271572749,200568.73708036463,1605.5803622618753,1601830.735585582,161.88594655125047,0.0,98976.56804733726,1930795.82057215,1737965.5319468924,1623677.1271572749,107203.28993220795,39951.436830050836,67251.8531021571,4483.09674877352,0.0,0.0,0.0,0.0,0.0,197966.71897172884,-49075.76811286088,0.0,660065.6207548917,0.0,1425710.4081855463,1349551.9450023437,76158.46318320248,0.0,0.0,34079.850061183926,16722.737829336704,17357.112231847223,68962.58554057177,94924.28336997314,37100.09904274932,57824.18432722381,0.0,0.0,0.0,4483.09674877352,8742.37510456627,8845.692100927892,-103.31699636162335,660568.7054312667,965708.6751002709,1617370.7704504924,1733482.435198119,30188.54106433445,165871.28573321935,1255.268962515978,28933.30504092994,158974.20352159307,6897.082211626253,4483.09674877352,8.526512829121202e-14,1671.9468756333872,92.30514612775325,0.0,421.2335492691283,0.0,0.0,116109.90001325331,6131.999999999988,200566.9723459914,24587.98302405079,35632.227411954715,0.0,0.0,0.0,266262.93218742986,0.0,975323.1601113298,1267918.724702047,2509504.8170008063,2789.4211943445034,3764257.2255012095,0.0,0.0,0.0,388.1196,621328.9307259085,0.0,21052722.286235094,7726.1700593308515,0.0,101277.73791645058,257.3636513474869,576966.2900089673,889125.9702552193,0.0,37433932.60868772,-90.24106591110433,0.0,73905.22334304053,531.4741434612914,843487.3570619887,10.074535767315922,0.0,9715515.9472443,0.0,175184.50264683782,5691408.666025725,0.0,0.0,0.0,3287848.043935024,0.0,0.0,93635.5052250921,0.0,15160.374034280043,14606.286862902178,3915.7103229745126,7.447386522072847e-14,0.018317337758756224,1514090.693683395,1949251.220132219,1174961.3650862963,26367.84091565591,144878.4048678656,0.018317337758756224,0.018317337758756224,0.0,0.0,0.0,0.0,0.0
4,876000.0,350400.0,1029371.4869377721,707447.0155777581,0.0,0.0,0.0,0.0,2235984.9754664046,1349107.8501470294,1736818.5025155302,1599021.740580015,1649803.4493063749,1649733.9359348135,1649781.155399767,1601059.6028447296,962151.2436967626,60915.2987862764,1675903.203729254,128493.92461318486,137796.76193551536,1411515.537526494,-9302.837322330503,127208.03996750865,-10588.7219680067,774667.2588187677,6075.524530515202,2624.475469484797,111319.82615401995,2319.0022950770767,105110.56103931184,47308.92355661532,57801.63748269651,2288.3388837479183,0.002000296227052376,1631707.9414762184,199680.31150377984,1580.2771336730132,1610272.4448933364,160.06127909019747,0.0,98976.56804733726,1935186.8385772523,1743443.9046390362,1631707.9414762184,106552.31997929965,39522.92178903994,67029.3981902597,4454.923127358248,0.0,0.0,0.0,0.0,0.0,198951.59144762045,-43954.08983973748,0.0,657194.3432148726,0.0,1432756.3500285982,1356877.262371392,75879.08765720626,0.0,0.0,34447.394805633536,17229.386176356093,17218.00862927744,69936.20781710387,94567.98882488302,37498.29228960928,57069.69653527373,0.0,0.0,0.0,4454.923127358248,9479.337024932907,9137.750248917784,341.58677601512227,656650.4324130535,975784.4674797393,1623585.2104258463,1738988.9815116778,30004.4899002353,164860.01349463765,1238.7295031413773,28765.79295288267,158053.8074334213,6806.206061216359,4454.923127358248,2.842170943040401e-14,1677.2579492950208,92.65981111892742,0.0,418.72214213379294,0.0,0.0,115402.0094462462,6131.999999999992,199678.54986419482,24440.824286509436,36016.04650566152,0.0,0.0,0.0,264639.6009200754,0.0,969376.8793484694,1260188.5758098825,2494205.0560784275,2772.4148667817417,3741307.584117641,0.0,0.0,0.0,384.238404,577487.4968288933,0.0,20373544.831006493,7459.126127750441,0.0,93769.22607448901,244.82532099535737,536022.3538382354,840273.7593192827,0.0,37036077.29167219,278.8365600351353,0.0,69227.95024029736,514.1044778931245,796530.7891067817,9.64142488386122,0.0,9297839.560727255,0.0,162998.61433743945,5446731.284121815,0.0,0.0,0.0,3054021.437710873,0.0,0.0,86978.432576897,0.0,14055.023888367541,14064.311355892072,3636.544290574492,2.3200581065647494e-14,0.017529863425202217,1419533.0135445676,1825229.7882330697,1101273.8737718016,24492.601402755085,134574.87899986992,0.017529863425202217,0.017529863425202217,0.0,0.0,0.0,0.0,0.0
5,876000.0,350400.0,811662.792103819,703556.0569920805,0.0,0.0,0.0,0.0,2090924.4631564035,1226946.4146983111,1515218.8490958996,1431616.8701716925,1484900.5135997955,1484834.0839971593,1484879.6515723155,1435568.8985332923,770629.1028986013,60763.12967199003,1454455.7194239092,158571.4372346544,83601.97892420685,1578920.4079348163,74969.45831044755,157133.38347469183,73531.404550485,744589.7461972982,5928.464637018404,2771.535362981596,137116.07359497066,2740.5731158244575,127685.18235049659,48910.18513308739,78774.99721740918,2597.994017172446,0.002270973791234656,1387533.6667454029,215152.51406606764,1834.0984496341973,1358848.2081038991,250.56568943208282,0.0,98976.56804733726,1764585.3955056341,1562281.6264074002,1387533.6667454029,102282.51618067033,37437.06295181573,64845.45322885458,4980.42028857036,0.0,0.0,0.0,0.0,0.0,147667.49087331106,-534622.2246915948,0.0,562980.7778656441,0.0,1239866.175872092,1174914.2552284447,64951.92064364707,0.0,0.0,24664.315561646486,10190.93210881876,14473.383452827722,35538.34087533149,87464.8344363331,27230.64662484856,60234.187811484524,0.0,0.0,0.0,4980.42028857036,-18128.827816606263,-5318.839512191078,-12809.988304415185,669590.8916737944,785425.3009851271,1454909.7252441288,1557301.20611883,26621.090041060597,146269.976564947,1186.5043027800652,25434.63143204029,139750.72215406754,6519.254410879479,4980.420288570361,2.842170943040401e-14,1502.0197684858022,83.03331384796991,0.0,414.4056822799394,0.0,0.0,102388.98359546279,6131.999999999994,215150.01678682966,24810.62137764953,28856.54731428822,0.0,0.0,0.0,234798.01416215446,0.0,860067.4622018883,1118085.7817245452,2212951.258088588,2459.788719793999,3319426.8871328817,0.0,0.0,0.0,380.39601996,536739.5472862939,0.0,19713854.377555363,-4057.7171974997673,0.0,106049.44168917151,237.84515222775366,510827.68528857076,619213.6578931293,0.0,36603244.83779495,-9772.678743823139,0.0,58087.475989445484,394.19934078139846,599197.2015425398,9.226933720629804,0.0,8898119.355312813,0.0,164138.8228409908,5212572.74293527,0.0,0.0,0.0,2532374.878935496,0.0,0.0,78030.8418704069,0.0,11041.674938290145,7774.613312119221,3799.5387921346814,2.168278604266121e-14,0.01677624312841782,1188057.6338638915,1595156.261695062,936031.5452122188,20309.10213181118,111588.66478770177,0.01677624312841782,0.01677624312841782,0.0,0.0,0.0,0.0,0.0
6,876000.0,350400.0,860025.1629583884,699686.4986786242,0.0,0.0,0.0,0.0,2118679.439067223,1251903.734396169,1559711.6616370124,1465710.7590637978,1518706.107861721,1518639.105876361,1518684.879356101,1469689.0041117044,810064.3239836125,60790.47505409704,1498921.1865829157,153513.8457785525,94000.90257321489,1544826.519042711,59512.94320533762,152103.13740069696,58102.234827482076,749647.3376534003,5963.0994654678025,2736.900534532197,132840.24504316543,2671.023279740121,124201.27453696704,48486.19540308589,75715.07913388115,2544.02627474152,0.0022237991912076225,1435510.3871000456,212167.62278908974,1784.2131540533583,1408346.657616008,237.14833581195344,0.0,98976.56804733726,1797628.5704031037,1597899.6615697085,1435510.3871000456,102756.12062496369,37612.9271674634,65143.193457500274,4828.725360789508,0.0,0.0,0.0,0.0,0.0,157363.1943051802,-466259.26969406416,0.0,572569.0153301978,0.0,1278147.1927948655,1211988.8441527914,66158.34864207383,0.0,0.0,26238.508569039674,11478.638291590203,14759.870277449467,43160.25472946171,87964.43100667885,28957.027255107703,59007.403751571124,0.0,0.0,0.0,4828.725360789508,-11844.200443351063,-1959.8556911789442,-9884.344752172121,662328.8616894105,827984.0366491006,1489297.7431539376,1593070.936208919,26980.496977173272,148244.67972791055,1180.150673190022,25800.3810372897,141760.33536972362,6484.344358186934,4828.725360789508,2.842170943040401e-14,1536.5197364416579,84.9958762215465,0.0,411.5787863025433,0.0,0.0,103771.27580953724,6131.999999999992,212165.70554364586,24557.622402943132,30446.832769869645,0.0,0.0,0.0,237967.9833386683,0.0,871678.716800114,1133180.8730412775,2242827.57318006,2492.9979206908106,3364241.35977009,0.0,0.0,0.0,376.5920597604,498866.8035291769,0.0,19073230.661264967,-1397.3500215929994,0.0,96055.2683630525,225.29894555180647,472231.32465769973,613186.0551975205,0.0,36139177.9417922,-7047.401201550646,0.0,55215.9474499685,398.042850744824,590341.1749639078,8.830261803668146,0.0,8515583.383028336,0.0,151272.58278252516,4988480.830622164,0.0,0.0,0.0,2398657.593963417,0.0,0.0,73263.69386295583,0.0,10523.583518793246,8184.11046119584,3442.814446765209,2.02642860211787e-14,0.016055021461214812,1135837.5604540678,1510589.1588111406,892590.0606684615,19236.721460325432,105696.40782798294,0.016055021461214812,0.016055021461214812,0.0,0.0,0.0,0.0,0.0
7,876000.0,350400.0,946937.5584514384,695838.2229358917,0.0,0.0,0.0,0.0,2179153.221477301,1298515.1575623525,1642775.7813873303,1532171.3129283874,1584267.9795463993,1584200.2343455378,1584246.300979676,1535435.4472359708,877720.0086259508,60866.59652499677,1581909.1848623333,138105.4106705733,110604.46845894298,1478365.9651781213,27500.94221163034,136770.82376361752,26166.355304674536,765055.7727613794,6032.102797052978,2667.8972029470233,119572.97732302557,2453.7377391539662,112602.13494540371,48938.98868375455,63663.14626164916,2381.4758068343913,0.0020817096213587333,1530173.6464419265,202490.1910171782,1678.9755545797425,1506712.4624869009,186.9189501749552,0.0,98976.56804733726,1856478.1337499823,1670502.8235865138,1530173.6464419265,105665.50277064166,37915.62304932966,67749.87972131197,4815.215415005722,0.0,0.0,0.0,0.0,0.0,172641.73205823827,-226362.18418884542,0.0,592436.2770525458,0.0,1357531.914383688,1287951.016725793,69580.89765789514,0.0,0.0,29719.70279550255,14017.664952941792,15702.037842560758,53036.044258837326,89885.98500389842,32967.75578879833,56918.22921510009,0.0,0.0,0.0,4815.215415005722,-4622.9099375329415,2283.966623953793,-6906.876561486735,653577.8194984593,906442.2148345312,1558189.016396407,1665687.6081715082,27949.058235370798,153566.45815317857,1215.2218465443173,26733.873537334184,146889.4150402977,6677.043112880864,4815.215415005722,2.5579538487363607e-13,1606.558645023313,88.92757769640492,0.0,408.4446858394497,0.0,0.0,107496.52070722482,6131.99999999999,202488.1199493021,24274.398970917846,33384.55522545241,0.0,0.0,0.0,246510.69363597044,0.0,902970.7739406901,1173860.4458855735,2323341.913462234,2582.492980948262,3485012.870193351,0.0,0.0,0.0,372.826139162796,463666.3888876322,0.0,18451253.536614638,1521.9033993280623,0.0,80348.46188603096,213.1265262219731,435506.4976817505,630984.4785139101,0.0,35647362.14122636,-4602.343487607217,0.0,54577.922257411716,417.685577624256,604000.7211940064,8.450643071921665,0.0,8149492.882449546,0.0,134927.7641834169,4774022.7762215845,0.0,0.0,0.0,2322211.225953804,0.0,0.0,70409.38609687921,0.0,10462.930814462967,9340.562037458021,3208.5813477904635,1.704472655986993e-13,0.015364805585312117,1109917.9850126102,1452061.8036361015,865255.4777495469,18623.637618134184,102327.8152294144,0.015364805585312117,0.015364805585312117,0.0,0.0,0.0,0.0,0.0
8,876000.0,350400.0,921717.7144742169,692011.1127097444,0.0,0.0,0.0,0.0,2154083.0726630464,1280759.3415916315,1613728.8271839612,1507450.1357678934,1559741.3110837804,1559674.3028254735,1559719.9111579116,1511142.9808977991,855631.539494341,60830.47350837639,1552898.3536755848,145063.89574233218,106278.69141606815,1503087.1423386154,38785.20432626405,143693.185818756,37414.494402687866,758097.2876896205,6013.779561267312,2686.220438732689,125634.16459081467,2552.8900253733786,118918.56686862472,49004.58237298985,69913.98449563487,2453.246212976476,0.002144445990364052,1494810.260315337,207303.14685766667,1736.8840482910514,1470763.44039685,214.27977010764945,0.0,98976.56804733726,1838259.2165023203,1641286.9184527865,1494810.260315337,102990.48521306082,37176.09394570047,65814.39126736033,4523.040105803655,0.0,0.0,0.0,0.0,0.0,168340.01403908146,-346391.963319739,0.0,592260.5696368194,0.0,1326470.246276255,1258995.4082039974,67474.8380722577,0.0,0.0,28300.70145193967,13227.921680405705,15072.779771533962,51657.535290009866,88381.77729713195,31535.060689358776,56846.71660777315,0.0,0.0,0.0,4523.040105803655,-4997.900167283769,1441.667998424964,-6439.568165708731,651326.7343748893,882443.8560671227,1532110.1436371144,1636763.8783469829,27209.19255084309,149501.33145422628,1168.8170410248783,26040.425283644305,143079.25980024342,6422.071653982847,4523.040105803655,0.0,1578.6616564355675,87.4392274647366,0.0,403.68202997777496,0.0,0.0,104650.93201795817,6131.999999999987,207300.34416575666,24169.930564896204,32485.504892397432,0.0,0.0,0.0,239985.07829843607,0.0,879067.8289508505,1142786.0871354097,2261838.9943846962,2514.1293916979016,3392758.4915770446,0.0,0.0,0.0,369.09787777116804,430949.7418212619,0.0,17847503.74367131,897.7983739024212,0.0,78940.19389325712,203.08628836287625,405613.55571449583,573999.4687792737,0.0,35131041.009961665,-4010.239413043341,0.0,50156.04192855469,388.96424836554434,549541.6835934437,8.087344397801667,0.0,7799140.851989098,0.0,129097.98119747537,4568784.413879348,0.0,0.0,0.0,2112839.4749063584,0.0,0.0,64137.2980830024,0.0,9386.56971220606,8237.684812142237,2816.722058422879,0.0,0.014704262541457578,1019294.2827666056,1341454.6774988787,797592.5493924671,16944.51763792567,93101.91557452209,0.014704262541457578,0.014704262541457578,0.0,0.0,0.0,0.0,0.0
9,876000.0,350400.0,927098.4211787193,688205.0515898408,0.0,0.0,0.0,0.0,2160405.305879583,1282104.009889123,1615303.47276856,1512390.3556356446,1564816.3839771794,1564749.250137323,1564794.8387919492,1516133.0673757533,853376.4089637445,60850.008602714435,1554453.4641658454,141234.1196271371,102913.11713291545,1498146.9224708641,38321.00249422164,139882.94479789893,36969.82766498348,761927.0638048158,6026.4700593790585,2673.5299406209415,122248.64343319692,2497.4862470102503,115833.3067532541,49549.36305429148,66283.94369896263,2408.4530113108867,0.002105291093803223,1499470.1660153063,204066.5708442729,1710.2778253851093,1476138.9267358836,201.04828470055958,0.0,98976.56804733726,1836021.9501274284,1647167.138270148,1499470.1660153063,104242.67963210649,37077.22159240203,67165.45803970445,4746.252005775249,0.0,0.0,0.0,0.0,0.0,165358.53022731288,-299871.5419154857,0.0,580820.4692153153,0.0,1334111.6357879932,1267150.0968440084,66961.53894398475,0.0,0.0,28040.842561231402,13045.436438766039,14995.406122465358,49086.777743347535,88230.90992273395,31863.133522910743,56367.7763998232,0.0,0.0,0.0,4746.252005775249,-7719.009122851936,501.3205369568758,-8220.32965980881,648638.6943435677,889537.1581204135,1538379.7715597008,1642420.8862643726,27050.036345041044,148626.8007662669,1181.0010211349352,25869.07671832565,142137.78416662442,6489.0165996425,4746.25200577525,1.4210854715202004e-14,1584.1178505802934,87.79704209335127,0.0,399.90274896097765,0.0,0.0,104038.76053638678,6131.999999999994,204064.21667598802,24069.630586850963,32736.156279348514,0.0,0.0,0.0,238581.32056326207,0.0,873925.5885056495,1136101.526491724,2248608.4355606353,2499.423358281793,3372912.6533409534,0.0,0.0,0.0,365.40689899345637,400541.60583293915,0.0,17261563.60845692,291.7731168143354,0.0,71384.41778805603,193.54894282678382,377513.62568113534,539579.721953887,0.0,34593230.520561635,-4784.306704534752,0.0,47382.81423330171,375.1145658233243,517718.7248749907,7.739664171354119,0.0,7463850.684520408,0.0,118768.60216873321,4372369.383002291,0.0,0.0,0.0,1963065.8731470555,0.0,0.0,60670.188630142446,0.0,8727.462889925155,7592.562780386344,2762.36187992127,8.270846827898569e-15,0.014072116675189308,955903.909333644,1257375.5575725336,746196.2067548134,15743.367431629076,86502.15122834135,0.014072116675189308,0.014072116675189308,0.0,0.0,0.0,405029585.79881656,0.0
10,876000.0,350400.0,857733.6529117316,684419.9238060967,0.0,0.0,0.0,0.0,2111988.3224331182,1241311.5527525682,1542153.5767178284,1456754.290883087,1510154.4397363344,1510088.517691065,1510133.407739905,1461318.4306111925,789320.6748416797,60803.17290192523,1481350.403815903,150328.28155580393,85399.28583474136,1553782.9872234217,64928.99572106254,148930.27102577657,63530.9851910352,752832.9018761488,5982.978063248526,2717.021936751473,130040.80189331362,2624.5972942142,122978.16816785462,49849.17753749898,73128.99063035563,2495.1570567457707,0.00218108134330924,1419175.4085499737,208926.8829866607,1796.6498926944278,1393978.9397130262,234.480626599906,0.0,98976.56804733726,1778882.5496787443,1586793.2051152154,1419175.4085499737,102585.06698913036,36189.88890782455,66395.1780813058,4905.025745608326,0.0,0.0,0.0,0.0,0.0,148799.17915615794,-477039.3091506198,0.0,550103.0756702686,0.0,1270376.2293938159,1207291.647224277,63084.58216953888,0.0,0.0,25043.144434110283,11056.074261941701,13987.070172168585,37809.755640932766,85946.2790811149,29041.138447216224,56905.14063389867,0.0,0.0,0.0,4905.025745608326,-16751.937351493554,-4349.112397625637,-12402.824953867917,650675.0497644235,828625.6268783618,1482611.2725545522,1581888.179369607,25811.320075469208,141820.6729676623,1155.8978571446853,24655.464622969856,135469.5858404937,6351.0871271686,4905.025745608325,0.0,1525.7339476855589,84.61427191841983,0.0,394.65387282670315,0.0,0.0,99274.47107736343,6131.99999999999,208924.44724896952,24106.916267130302,30454.776725296015,0.0,0.0,0.0,227655.84306563844,0.0,833905.5570498543,1084075.443169707,2145636.8432851997,2384.9659749733555,3218455.2649278,0.0,0.0,0.0,361.7528300035218,372279.09065500746,0.0,16693017.68146063,-2365.628983359629,0.0,70729.9516822442,185.51507957887222,353924.1150244895,466550.2759686506,0.0,34036732.6189854,-6746.314995773437,0.0,42911.10482721216,333.9702962349174,450717.438429083,7.406930945295904,0.0,7142974.860699904,0.0,113642.38138937467,4184398.362798455,0.0,0.0,0.0,1750626.417591833,0.0,0.0,55799.47942064319,0.0,7608.0394265347595,6013.77185158622,2668.0090112803364,0.0,0.013467147173265281,860442.3577541341,1148781.712515062,675191.2386016442,14039.647929687315,77141.04942310305,0.013467147173265281,0.013467147173265281,0.0,0.0,0.0,0.0,0.0
