,P_solar,P_wind,final_solar_curtailment,final_wind_curtailment,direct_solar,direct_wind,BESS_discharge,grid_import,final_H2_prod_[tonnes],final_NH3_prod_[tonnes]
2047-01-31,70966.8582537537,0.0,-2573.927501431484,0.0,70966.8582537537,0.0,0.0,0.0,1202.4447903475893,6409.3836064708685
2047-02-28,66015.48596781393,0.0,-2394.3440506461034,0.0,66015.48596781393,0.0,0.0,0.0,1116.0456356975606,6135.228827606913
2047-03-31,74800.56532983275,0.0,-2712.973872066475,0.0,74800.56532983275,0.0,0.0,0.0,1264.1467929067223,6974.497736793583
2047-04-30,74270.1404188782,0.0,-2693.73566286087,0.0,74270.1404188782,0.0,0.0,0.0,1256.4503100807444,6912.8060115034705
2047-05-31,71693.47380122868,0.0,-2600.281433205188,0.0,71693.47380122868,0.0,0.0,0.0,1216.6731852284947,6679.916464844567
2047-06-30,61713.93968157079,0.0,-2238.3294185025693,0.0,61713.93968157079,0.0,0.0,0.0,1055.30609374159,5805.409147536785
2047-07-31,66335.07252504177,0.0,-2405.935272928979,0.0,66335.07252504177,0.0,0.0,0.0,1132.1951175487857,6183.226412510201
2047-08-31,65850.81011679792,0.0,-2388.371351386455,0.0,65850.81011679792,0.0,0.0,0.0,1120.7410284567104,6178.673428387466
2047-09-30,68006.68776743078,0.0,-2466.5638050363514,0.0,68006.68776743078,0.0,0.0,0.0,1151.9404030928317,6324.695139951997
2047-10-31,73119.62881285795,0.0,-2652.007262642519,0.0,73119.62881285795,0.0,0.0,0.0,1236.6168793569805,6783.220234836873
2047-11-30,65165.474499631535,0.0,-2363.5146191576227,0.0,65165.474499631535,0.0,0.0,0.0,1104.1625652342914,6050.606849798467
2047-12-31,62546.64021123668,0.0,-2268.5309921173944,0.0,62546.64021123668,0.0,0.0,0.0,1060.7354985331685,6033.106492944107
