,P_solar,P_wind,final_solar_curtailment,final_wind_curtailment,direct_solar,direct_wind,BESS_discharge,grid_import,final_H2_prod_[tonnes],final_NH3_prod_[tonnes]
2053-01-31,68656.9179730373,0.0,-2490.1472839961734,0.0,68656.9179730373,0.0,0.0,0.0,1231.5514987774648,6548.817599422544
2053-02-28,63866.71069523723,0.0,-2316.409196200316,0.0,63866.71069523723,0.0,0.0,0.0,1142.9214919702054,6282.9872789321125
2053-03-31,72365.83955603678,0.0,-2624.6677559184354,0.0,72365.83955603678,0.0,0.0,0.0,1294.7149957771658,7144.129135125731
2053-04-30,71852.6797445647,0.0,-2606.0557420308464,0.0,71852.6797445647,0.0,0.0,0.0,1286.3767230313897,7077.05873133094
2053-05-31,69359.8825013886,0.0,-2515.6434067861173,0.0,69359.8825013886,0.0,0.0,0.0,1246.5943680277715,6843.3635459353945
2053-06-30,59705.177864295,0.0,-2165.4727722801313,0.0,59705.177864295,0.0,0.0,0.0,1082.142138828098,5953.498498597229
2053-07-31,64175.89484942961,0.0,-2327.623129253926,0.0,64175.89484942961,0.0,0.0,0.0,1162.5978881165217,6347.931618160734
2053-08-31,63707.39497134087,0.0,-2310.6309056963028,0.0,63707.39497134087,0.0,0.0,0.0,1148.1701035607796,6331.222895255567
2053-09-30,65793.09974483034,0.0,-2386.2782290871123,0.0,65793.09974483034,0.0,0.0,0.0,1181.0313750433272,6484.349092084945
2053-10-31,70739.61678947211,0.0,-2565.6855830378504,0.0,70739.61678947211,0.0,0.0,0.0,1266.1493771146133,6945.493853361281
2053-11-30,63044.36672957276,0.0,-2286.5832492591176,0.0,63044.36672957276,0.0,0.0,0.0,1130.5739297553707,6194.841916973797
2053-12-31,60510.77435494072,0.0,-2194.6912978475934,0.0,60510.77435494072,0.0,0.0,0.0,1086.0359348695456,6192.6881777708195
