,P_solar,P_wind,final_solar_curtailment,final_wind_curtailment,direct_solar,direct_wind,BESS_discharge,grid_import,final_H2_prod_[tonnes],final_NH3_prod_[tonnes]
2033-01-31,76663.484474427,0.0,-2780.54088767352,0.0,76663.484474427,0.0,0.0,0.0,1320.9294490915106,7077.208049450382
2033-02-28,71314.65740626276,0.0,-2576.196139200549,0.0,71304.6736713721,0.0,0.0,0.0,1225.7953708494017,6738.8800246028695
2033-03-31,80804.92951142695,0.0,-2828.5768311068555,0.0,80706.33362054512,0.0,0.0,0.0,1387.203324443454,7649.893567181246
2033-04-30,80231.92652205391,0.0,-2909.9662469138743,0.0,80231.92652205391,0.0,0.0,0.0,1380.8351349666514,7597.9485457682285
2033-05-31,77448.42664480663,0.0,-2809.0102928168235,0.0,77448.42664480663,0.0,0.0,0.0,1336.541204624537,7340.978587183932
2033-06-30,66667.8189376317,0.0,-2418.0037956654005,0.0,66667.8189376317,0.0,0.0,0.0,1157.7981564294375,6367.617213878334
2033-07-31,71659.89770111514,0.0,-2599.063647190707,0.0,71659.89770111514,0.0,0.0,0.0,1240.4515014264268,6777.104002835818
2033-08-31,71136.7627543319,0.0,-2580.089840830693,0.0,71136.7627543319,0.0,0.0,0.0,1231.1198925189233,6783.961360724161
2033-09-30,73465.69624335687,0.0,-2664.55893110621,0.0,73465.69624335687,0.0,0.0,0.0,1265.6002999641253,6948.736663293276
2033-10-31,78989.06146058536,0.0,-2864.8882395030982,0.0,78989.06146058536,0.0,0.0,0.0,1358.7416923452527,7453.330922627571
2033-11-30,70396.41412203736,0.0,-2553.23781789773,0.0,70396.41412203736,0.0,0.0,0.0,1213.71352675519,6652.355020952929
2033-12-31,67567.36170588594,0.0,-2450.6296991772124,0.0,67567.36170588594,0.0,0.0,0.0,1164.7969011409489,6588.946539348449
