,P_solar,P_wind,final_solar_curtailment,final_wind_curtailment,direct_solar,direct_wind,BESS_discharge,grid_import,final_H2_prod_[tonnes],final_NH3_prod_[tonnes]
2054-01-31,68279.30492418559,0.0,-2476.451473934195,0.0,68279.30492418559,0.0,0.0,0.0,1213.1155194181067,6448.786316534032
2054-02-28,63515.44378641342,0.0,-2303.6689456212143,0.0,63515.44378641342,0.0,0.0,0.0,1126.1706291652729,6190.803749877109
2054-03-31,71967.82743847858,0.0,-2610.2320832608834,0.0,71967.82743847858,0.0,0.0,0.0,1275.7454334299248,7039.693249369752
2054-04-30,71457.4900059696,0.0,-2591.7224354496766,0.0,71457.4900059696,0.0,0.0,0.0,1267.4574286077086,6972.778082399567
2054-05-31,68978.40314763096,0.0,-2501.8073680487937,0.0,68978.40314763096,0.0,0.0,0.0,1228.6234875274304,6744.611352707361
2054-06-30,59376.799386041384,0.0,-2153.5626720325913,0.0,59376.799386041384,0.0,0.0,0.0,1066.6004059181514,5868.052986056131
2054-07-31,63822.92742775775,0.0,-2314.8212020430296,0.0,63822.92742775775,0.0,0.0,0.0,1145.9563556801118,6256.813181519706
2054-08-31,63357.0042989985,0.0,-2297.9224357149737,0.0,63357.0042989985,0.0,0.0,0.0,1131.2247260401373,6237.965155383535
2054-09-30,65431.237696233766,0.0,-2373.1536988271337,0.0,65431.237696233766,0.0,0.0,0.0,1163.9041129365203,6390.386889818344
2054-10-31,70350.54889713002,0.0,-2551.574312331142,0.0,70350.54889713002,0.0,0.0,0.0,1247.5254559008517,6843.413303393105
2054-11-30,62697.62271256011,0.0,-2274.0070413881926,0.0,62697.62271256011,0.0,0.0,0.0,1113.9506473596668,6103.7794498814565
2054-12-31,60177.96509598855,0.0,-2182.620495709431,0.0,60177.96509598855,0.0,0.0,0.0,1070.0699851127872,6103.589232658863
