,P_solar,P_wind,final_solar_curtailment,final_wind_curtailment,direct_solar,direct_wind,BESS_discharge,grid_import,final_H2_prod_[tonnes],final_NH3_prod_[tonnes]
2056-01-31,67530.29801899352,0.0,-2449.2854203780057,0.0,67530.29801899352,0.0,0.0,0.0,1177.9106885437502,6257.899315798204
2056-02-29,65080.095627178416,0.0,-2360.4179761152814,0.0,65080.095627178416,0.0,0.0,0.0,1132.7147993895921,6225.837619116478
2056-03-31,71386.58966479111,0.0,-2589.1509204846534,0.0,71386.58966479111,0.0,0.0,0.0,1242.1926441927167,6854.458498274705
2056-04-30,70473.4130450524,0.0,-2556.0305249500893,0.0,70473.4130450524,0.0,0.0,0.0,1227.0020607194554,6752.601394565574
2056-05-31,67714.87627191942,0.0,-2455.979968411588,0.0,67714.87627191942,0.0,0.0,0.0,1184.9135149095341,6510.904125616994
2056-06-30,59085.31497780216,0.0,-2142.990698676764,0.0,59085.31497780216,0.0,0.0,0.0,1042.7644633473508,5724.75840784115
2056-07-31,62907.81655441423,0.0,-2281.6306522326427,0.0,62907.81655441423,0.0,0.0,0.0,1109.4790461441623,6063.246844236665
2056-08-31,62986.378465270565,0.0,-2284.4800479631836,0.0,62986.378465270565,0.0,0.0,0.0,1103.144119529831,6078.970168788862
2056-09-30,64763.73610442898,0.0,-2348.9437965336956,0.0,64763.73610442898,0.0,0.0,0.0,1131.144015751268,6210.972773773281
2056-10-31,69513.35270431878,0.0,-2521.2096835763314,0.0,69513.35270431878,0.0,0.0,0.0,1210.021331643384,6636.50085305263
2056-11-30,61988.30429670324,0.0,-2248.2804667198084,0.0,61988.30429670324,0.0,0.0,0.0,1080.9431889206546,5921.404544948987
2056-12-31,57322.74049391242,0.0,-2079.063126722214,0.0,57322.74049391242,0.0,0.0,0.0,1000.6290049955985,5724.145067095729
