,P_solar,P_wind,final_solar_curtailment,final_wind_curtailment,direct_solar,direct_wind,BESS_discharge,grid_import,final_H2_prod_[tonnes],final_NH3_prod_[tonnes]
2058-01-31,66789.50753229967,0.0,-2422.417371637814,0.0,66789.50753229967,0.0,0.0,0.0,1143.4777950043663,6071.273978510331
2058-02-28,62129.589864752335,0.0,-2253.404813747496,0.0,62129.589864752335,0.0,0.0,0.0,1061.432899653753,5834.548854425163
2058-03-31,70397.54956677805,0.0,-2553.278999831331,0.0,70397.54956677805,0.0,0.0,0.0,1202.5021422088682,6636.430422662075
2058-04-30,69898.34727070283,0.0,-2535.1732170721257,0.0,69898.34727070283,0.0,0.0,0.0,1194.4711485087062,6570.502445817495
2058-05-31,67473.35201654665,0.0,-2447.220021325528,0.0,67473.35201654665,0.0,0.0,0.0,1159.3942579650507,6364.39851937051
2058-06-30,58081.24722771054,0.0,-2106.5737336475345,0.0,58081.24722771054,0.0,0.0,0.0,1006.2897430477742,5536.284700762334
2058-07-31,62430.36446991899,0.0,-2264.3137372509495,0.0,62430.36446991899,0.0,0.0,0.0,1081.0112852732707,5901.345681946304
2058-08-31,61974.60739459007,0.0,-2247.7836878866888,0.0,61974.60739459007,0.0,0.0,0.0,1066.0532257175246,5879.1730738390115
2058-09-30,64003.58275194349,0.0,-2321.3734676870718,0.0,64003.58275194349,0.0,0.0,0.0,1097.487055704192,6025.990410276356
2058-10-31,68815.55869210286,0.0,-2495.9010924596914,0.0,68815.55869210286,0.0,0.0,0.0,1175.6508857368444,6449.448022857965
2058-11-30,61329.61296351046,0.0,-2224.3901074848372,0.0,61329.61296351046,0.0,0.0,0.0,1049.764401482965,5752.226483655119
2058-12-31,58864.93217117256,0.0,-2134.9975398870893,0.0,58864.93217117256,0.0,0.0,0.0,1008.5209957500373,5759.820936682968
