,P_solar,P_wind,final_solar_curtailment,final_wind_curtailment,direct_solar,direct_wind,BESS_discharge,grid_import,final_H2_prod_[tonnes],final_NH3_prod_[tonnes]
2043-01-31,72549.83504521531,0.0,-2631.341167443044,0.0,72549.83504521531,0.0,0.0,0.0,1275.6722674105124,6808.635758636194
2043-02-28,67488.01814319147,0.0,-2447.7519533800028,0.0,67488.01814319147,0.0,0.0,0.0,1183.9596276910154,6508.670916841655
2043-03-31,76469.05625389123,0.0,-2773.4890869286996,0.0,76469.05625389123,0.0,0.0,0.0,1341.0027171023853,7397.919126551576
2043-04-30,75926.79975923248,0.0,-2753.8217529255317,0.0,75926.79975923248,0.0,0.0,0.0,1333.0887025430527,7334.680816573746
2043-05-31,73292.65837722903,0.0,-2658.282946324371,0.0,73292.65837722903,0.0,0.0,0.0,1291.0898423021636,7089.218644127383
2043-06-30,63090.52216851526,0.0,-2288.2572807233523,0.0,63090.52216851526,0.0,0.0,0.0,1119.7008039539246,6159.556380563674
2043-07-31,67814.73335336243,0.0,-2459.601727842162,0.0,67814.73335336243,0.0,0.0,0.0,1199.7753654999142,6552.546784020812
2043-08-31,67319.66905572837,0.0,-2441.646027927973,0.0,67319.66905572837,0.0,0.0,0.0,1188.5787291231968,6552.034846897642
2043-09-30,69523.6354110067,0.0,-2521.582631487291,0.0,69523.6354110067,0.0,0.0,0.0,1221.777939014978,6707.944209669911
2043-10-31,74750.62500261699,0.0,-2711.162564861758,0.0,74750.62500261699,0.0,0.0,0.0,1312.0080663741937,7196.648658909292
2043-11-30,66619.04643836174,0.0,-2416.2348449146757,0.0,66619.04643836174,0.0,0.0,0.0,1171.6392978243316,6420.792859928993
2043-12-31,63941.796799460724,0.0,-2319.1325264053125,0.0,63941.796799460724,0.0,0.0,0.0,1125.3535923488275,6391.574844762353
