,P_solar,P_wind,final_solar_curtailment,final_wind_curtailment,direct_solar,direct_wind,BESS_discharge,grid_import,final_H2_prod_[tonnes],final_NH3_prod_[tonnes]
2030-01-31,77942.475,0.0,-2826.9291450777237,0.0,77942.475,0.0,0.0,0.0,1380.5093660640343,7403.887347237037
2030-02-28,72504.4125,0.0,-2575.16247548952,0.0,72451.78985134739,0.0,0.0,0.0,1280.3399820095428,7038.758731926883
2030-03-31,82153.01250000001,0.0,-2773.297403479876,0.0,81953.88905685808,0.0,0.0,0.0,1448.1427941117006,7984.756699356154
2030-04-30,81570.45000000001,0.0,-2957.5059445452107,0.0,81569.47748648614,0.0,0.0,0.0,1443.2119471552871,7942.0487378860635
2030-05-31,78740.51250000001,0.0,-2855.873510362697,0.0,78740.51250000001,0.0,0.0,0.0,1397.0638467146018,7673.7350841728785
2030-06-30,67780.05,0.0,-2458.343782383422,0.0,67780.05,0.0,0.0,0.0,1209.1692140695452,6649.665942246736
2030-07-31,72855.4125,0.0,-2642.424287564769,0.0,72855.4125,0.0,0.0,0.0,1296.5557867693117,7084.444742766822
2030-08-31,72323.55,0.0,-2623.1339378238367,0.0,72323.55,0.0,0.0,0.0,1286.2860547045698,7087.250453129847
2030-09-30,74691.33750000001,0.0,-2709.0122409326455,0.0,74691.33750000001,0.0,0.0,0.0,1322.903072735557,7263.168102011755
2030-10-31,80306.85,0.0,-2912.68367875648,0.0,80306.85,0.0,0.0,0.0,1420.1391512110106,7790.27268369959
2030-11-30,71570.85,0.0,-2595.833937823837,0.0,71570.85,0.0,0.0,0.0,1268.502614811825,6953.060680910584
2030-12-31,68694.6,0.0,-2491.5139896373084,0.0,68694.6,0.0,0.0,0.0,1217.5607936349843,6879.919783990883
