,P_solar,P_wind,final_solar_curtailment,final_wind_curtailment,direct_solar,direct_wind,BESS_discharge,grid_import,final_H2_prod_[tonnes],final_NH3_prod_[tonnes]
2032-01-31,77087.46553486877,0.0,-2795.918439088507,0.0,77087.46553486877,0.0,0.0,0.0,1340.5071800416908,7184.531855777922
2032-02-29,74290.5003507469,0.0,-2674.767920342985,0.0,74271.48388160173,0.0,0.0,0.0,1288.5845060966292,7083.014938828932
2032-03-31,81489.51554883752,0.0,-2827.8774429238947,0.0,81366.28423704977,0.0,0.0,0.0,1411.46198209794,7783.602008797559
2032-04-30,80447.10239109377,0.0,-2917.7705530448543,0.0,80447.10239109377,0.0,0.0,0.0,1397.533316387284,7691.877916490984
2032-05-31,77298.16606675314,0.0,-2803.5604272915675,0.0,77298.16606675314,0.0,0.0,0.0,1346.4152574452146,7402.103380572396
2032-06-30,67447.31351085001,0.0,-2446.27561956451,0.0,67447.31351085001,0.0,0.0,0.0,1181.9150108069439,6488.176717045436
2032-07-31,71810.79134506876,0.0,-2604.5364736553465,0.0,71810.79134506876,0.0,0.0,0.0,1254.8939833539505,6862.715521071659
2032-08-31,71900.47166298752,0.0,-2607.7891276731248,0.0,71900.47166298752,0.0,0.0,0.0,1255.235387771867,6911.862675247751
2032-09-30,73929.36831783752,0.0,-2681.3760529785654,0.0,73929.36831783752,0.0,0.0,0.0,1285.3826776562464,7057.955515774918
2032-10-31,79351.1703339469,0.0,-2878.0217219566252,0.0,79351.1703339469,0.0,0.0,0.0,1377.670773182059,7555.894158285933
2032-11-30,70761.14590362189,0.0,-2566.466431737584,0.0,70761.14590362189,0.0,0.0,0.0,1231.3286620460622,6746.056596736307
2032-12-31,65435.29218464064,0.0,-2373.300752810803,0.0,65435.29218464064,0.0,0.0,0.0,1138.58925069786,6450.901492427749
