,P_solar,P_wind,final_solar_curtailment,final_wind_curtailment,direct_solar,direct_wind,BESS_discharge,grid_import,final_H2_prod_[tonnes],final_NH3_prod_[tonnes]
2046-01-31,71359.33459402082,0.0,-2588.1623946017944,0.0,71359.33459402082,0.0,0.0,0.0,1220.5608294153576,6508.132593482703
2046-02-28,66380.5791531563,0.0,-2407.585772394272,0.0,66380.5791531563,0.0,0.0,0.0,1132.6636497893498,6226.598383013954
2046-03-31,75214.24367001785,0.0,-2727.9777496897696,0.0,75214.24367001785,0.0,0.0,0.0,1282.9501435753264,7078.105530086818
2046-04-30,74680.885287962,0.0,-2708.633145159246,0.0,74680.885287962,0.0,0.0,0.0,1275.2105338232964,7016.093431295236
2046-05-31,72089.96862868646,0.0,-2614.6620746155736,0.0,72089.96862868646,0.0,0.0,0.0,1234.8739541277487,6780.001439062032
2046-06-30,62055.24352093593,0.0,-2250.708314230839,0.0,62055.24352093593,0.0,0.0,0.0,1071.0829576805686,5892.173151790266
2046-07-31,66701.93315740752,0.0,-2419.241098973332,0.0,66701.93315740752,0.0,0.0,0.0,1148.6577808450543,6273.205576129168
2046-08-31,66214.99257596573,0.0,-2401.5800416153397,0.0,66214.99257596573,0.0,0.0,0.0,1137.3615973952863,6270.140106620987
2046-09-30,68382.79312964382,0.0,-2480.20493216325,0.0,68382.79312964382,0.0,0.0,0.0,1168.9384465587495,6418.018346688234
2046-10-31,73524.01087265757,0.0,-2666.6739694746298,0.0,73524.01087265757,0.0,0.0,0.0,1255.061860693531,6884.3294303182565
2046-11-30,65525.866766849205,0.0,-2376.5858412846883,0.0,65525.866766849205,0.0,0.0,0.0,1120.6785362353824,6141.219661252123
2046-12-31,62892.549232012745,0.0,-2281.0769151507234,0.0,62892.549232012745,0.0,0.0,0.0,1076.6121531779368,6121.198102018044
