,P_solar,P_wind,final_solar_curtailment,final_wind_curtailment,direct_solar,direct_wind,BESS_discharge,grid_import,final_H2_prod_[tonnes],final_NH3_prod_[tonnes]
2050-01-31,69802.33352784227,0.0,-2531.690853341432,0.0,69802.33352784227,0.0,0.0,0.0,1150.0633765973712,6123.874537573724
2050-02-28,64932.21037137012,0.0,-2355.0542621740483,0.0,64932.21037137012,0.0,0.0,0.0,1067.600792110074,5868.985916505141
2050-03-31,73573.13170825016,0.0,-2668.455554185241,0.0,73573.13170825016,0.0,0.0,0.0,1209.3775305993147,6672.617404697535
2050-04-30,73051.41076051514,0.0,-2649.5330327648,0.0,73051.41076051514,0.0,0.0,0.0,1201.7132886356237,6611.537134519066
2050-05-31,70517.02573825419,0.0,-2557.612332475542,0.0,70517.02573825419,0.0,0.0,0.0,1163.7603234058101,6388.956704374683
2050-06-30,60701.249949194265,0.0,-2201.5997390899493,0.0,60701.249949194265,0.0,0.0,0.0,1009.419546730836,5553.175207728172
2050-07-31,65246.55269971256,0.0,-2366.455279264188,0.0,65246.55269971256,0.0,0.0,0.0,1084.2932315743724,5921.154607200468
2050-08-31,64770.23675496033,0.0,-2349.1795714234336,0.0,64770.23675496033,0.0,0.0,0.0,1072.072282623817,5910.975619426042
2050-09-30,66890.7377115704,0.0,-2426.088932544006,0.0,66890.7377115704,0.0,0.0,0.0,1102.6035841502628,6053.755482098961
2050-10-31,71919.77837848234,0.0,-2608.489371240295,0.0,71919.77837848234,0.0,0.0,0.0,1182.8267330743379,6488.307751525192
2050-11-30,64096.14709529265,0.0,-2324.7307236634665,0.0,64096.14709529265,0.0,0.0,0.0,1056.0253625597306,5786.625719231732
2050-12-31,61520.28634915319,0.0,-2231.305722508149,0.0,61520.28634915319,0.0,0.0,0.0,1014.3319180674678,5775.535603138799
