,P_solar,P_wind,final_solar_curtailment,final_wind_curtailment,direct_solar,direct_wind,BESS_discharge,grid_import,final_H2_prod_[tonnes],final_NH3_prod_[tonnes]
2029-01-31,78373.52941176471,0.0,-2664.7719191303495,0.0,78201.96078431373,0.0,0.0,0.0,1438.5210823483808,4875.263169042515
2029-02-28,72905.39215686276,0.0,-2565.153711947684,0.0,72829.07676340206,0.0,0.0,0.0,1297.1160311379076,8627.333865957296
2029-03-31,82607.35294117648,0.0,-2741.0779070590415,0.0,82361.23576854727,0.0,0.0,0.0,1468.4046518574964,9014.965577277793
2029-04-30,82021.56862745098,0.0,-2967.8406444295742,0.0,82014.77994736473,0.0,0.0,0.0,1464.499606367554,8059.376776956958
2029-05-31,79175.98039215687,0.0,-2871.6676826170906,0.0,79175.98039215687,0.0,0.0,0.0,1417.840824974781,7788.050602823807
2029-06-30,68154.90196078432,0.0,-2471.9394493548743,0.0,68154.90196078432,0.0,0.0,0.0,1226.9084063464354,6747.05868652849
2029-07-31,73258.33333333334,0.0,-2657.0379965457714,0.0,73258.33333333334,0.0,0.0,0.0,1315.757986726057,7189.639290368348
2029-08-31,72723.52941176471,0.0,-2637.640963121002,0.0,72723.52941176471,0.0,0.0,0.0,1305.1370343683236,7190.841873161146
2029-09-30,75104.41176470589,0.0,-2723.9942090825994,0.0,75104.41176470589,0.0,0.0,0.0,1342.543860198559,7370.9782428446
2029-10-31,80750.98039215687,0.0,-2928.792034948697,0.0,80750.98039215687,0.0,0.0,0.0,1441.1608114668068,7905.631383963963
2029-11-30,71966.66666666667,0.0,-2610.1899827288453,0.0,71966.66666666667,0.0,0.0,0.0,1287.2470833985697,7055.949814123935
2029-12-31,69074.50980392157,0.0,-2505.29310169664,0.0,69074.50980392157,0.0,0.0,0.0,1235.606816258789,6979.3933657431435
