,P_solar,P_wind,final_solar_curtailment,final_wind_curtailment,direct_solar,direct_wind,BESS_discharge,grid_import,final_H2_prod_[tonnes],final_NH3_prod_[tonnes]
2036-01-31,75405.48143692779,0.0,-2734.913834499974,0.0,75405.48143692779,0.0,0.0,0.0,1263.9577956605083,6764.975532896718
2036-02-29,72669.5436964966,0.0,-2635.682931997289,0.0,72669.5436964966,0.0,0.0,0.0,1215.2496833276355,6679.948592245106
2036-03-31,79711.48239713063,0.0,-2838.8112893208117,0.0,79661.03340742564,0.0,0.0,0.0,1331.8084204093138,7345.78543028531
2036-04-30,78691.81382364119,0.0,-2854.107237126885,0.0,78691.81382364119,0.0,0.0,0.0,1317.4058755560172,7249.8232232838345
2036-05-31,75611.58465922884,0.0,-2742.3890809046757,0.0,75611.58465922884,0.0,0.0,0.0,1269.391798845082,6978.562707277439
2036-06-30,65975.66947654492,0.0,-2392.8999292011135,0.0,65975.66947654492,0.0,0.0,0.0,1115.0571309603058,6121.229274664783
2036-07-31,70243.93986973612,0.0,-2547.707663669188,0.0,70243.93986973612,0.0,0.0,0.0,1183.3265915634308,6470.294914533033
2036-08-31,70331.66343803817,0.0,-2550.889347493615,0.0,70331.66343803817,0.0,0.0,0.0,1183.0418485102912,6515.61747668497
2036-09-30,72316.29126285018,0.0,-2622.8706675645167,0.0,72316.29126285018,0.0,0.0,0.0,1211.6294765720131,6652.843126340629
2036-10-31,77619.79408842312,0.0,-2815.2256923262294,0.0,77619.79408842312,0.0,0.0,0.0,1298.776708212615,7123.115392180754
2036-11-30,69217.196814932,0.0,-2510.4682782617856,0.0,69217.196814932,0.0,0.0,0.0,1160.666686482951,6358.4165376959745
2036-12-31,64007.54877480051,0.0,-2321.5173130756684,0.0,64007.54877480051,0.0,0.0,0.0,1073.2236402378496,6089.965228035823
