,P_solar,P_wind,final_solar_curtailment,final_wind_curtailment,direct_solar,direct_wind,BESS_discharge,grid_import,final_H2_prod_[tonnes],final_NH3_prod_[tonnes]
2052-01-31,69036.61937962522,0.0,-2503.91883760299,0.0,69036.61937962522,0.0,0.0,0.0,1250.070499451458,6650.472777142687
2052-02-29,66531.76311674881,0.0,-2413.0691285867465,0.0,66531.76311674881,0.0,0.0,0.0,1201.6634611114478,6605.208633744293
2052-03-31,72978.92892626574,0.0,-2646.9041579474642,0.0,72978.92892626574,0.0,0.0,0.0,1317.7705626685583,7270.7781376522025
2052-04-30,72045.38311686412,0.0,-2613.044983513209,0.0,72045.38311686412,0.0,0.0,0.0,1301.9477361705403,7165.3828328559
2052-05-31,69225.31480918513,0.0,-2510.762713286509,0.0,69225.31480918513,0.0,0.0,0.0,1255.7556025203744,6900.837701994262
2052-06-30,60403.26373060766,0.0,-2190.791948778518,0.0,60403.26373060766,0.0,0.0,0.0,1105.0896517260085,6066.624219740916
2052-07-31,64311.02949151638,0.0,-2332.524385702669,0.0,64311.02949151638,0.0,0.0,0.0,1175.4840518705334,6424.943415909375
2052-08-31,64391.34379334279,0.0,-2335.4373396549227,0.0,64391.34379334279,0.0,0.0,0.0,1170.7418028338282,6450.453801585738
2052-09-30,66208.34692283494,0.0,-2401.339007563963,0.0,66208.34692283494,0.0,0.0,0.0,1199.3799644535563,6585.698060573059
2052-10-31,71063.90780475964,0.0,-2577.4474333332537,0.0,71063.90780475964,0.0,0.0,0.0,1283.9323066408454,7041.8932445984465
2052-11-30,63371.00672229005,0.0,-2298.430295627102,0.0,63371.00672229005,0.0,0.0,0.0,1146.9598393887331,6282.601061403146
2052-12-31,58601.37350737317,0.0,-2125.438417365868,0.0,58601.37350737317,0.0,0.0,0.0,1061.6457258760445,6065.206978129391
