,P_solar,P_wind,final_solar_curtailment,final_wind_curtailment,direct_solar,direct_wind,BESS_discharge,grid_import,final_H2_prod_[tonnes],final_NH3_prod_[tonnes]
2044-01-31,72150.81095246664,0.0,-2616.8687910221083,0.0,72150.81095246664,0.0,0.0,0.0,1256.977523643203,6706.669468994576
2044-02-29,69532.9624496004,0.0,-2521.9209178611563,0.0,69532.9624496004,0.0,0.0,0.0,1208.6133678005983,6643.218212382459
2044-03-31,76270.95520883083,0.0,-2766.30407493169,0.0,76270.95520883083,0.0,0.0,0.0,1325.2041475659857,7311.129902330439
2044-04-30,75295.29782851764,0.0,-2730.917537821886,0.0,75295.29782851764,0.0,0.0,0.0,1309.9140434318058,7208.7811382982745
2044-05-31,72348.0182952959,0.0,-2624.021388948558,0.0,72348.0182952959,0.0,0.0,0.0,1262.6745646635138,6940.398304821432
2044-06-30,63128.010923797876,0.0,-2289.616976510806,0.0,63128.010923797876,0.0,0.0,0.0,1110.3630395679434,6095.390102721149
2044-07-31,67212.05314943819,0.0,-2437.7428603423195,0.0,67212.05314943819,0.0,0.0,0.0,1178.339637520992,6441.787182109793
2044-08-31,67295.99037087124,0.0,-2440.7872155238297,0.0,67295.99037087124,0.0,0.0,0.0,1176.9180034218816,6483.31833112355
2044-09-30,69194.95718694796,0.0,-2509.6616596302397,0.0,69194.95718694796,0.0,0.0,0.0,1204.7992363910562,6615.152075362395
2044-10-31,74269.54888057505,0.0,-2693.714208103761,0.0,74269.54888057505,0.0,0.0,0.0,1291.5855039203805,7083.852594705494
2044-11-30,66229.62663836427,0.0,-2402.1108107178766,0.0,66229.62663836427,0.0,0.0,0.0,1153.997821688029,6321.44394862865
2044-12-31,61244.83874616285,0.0,-2221.315394938551,0.0,61244.83874616285,0.0,0.0,0.0,1068.027668947097,6080.975938749883
